invoice_id,invoice_number,supplier_id,supplier_name,department_id,department_name,invoice_date,invoice_amount,paid_flag,audit_risk_score,audit_risk_level,Rule_Code,Rule_Name,Risk_Category,Severity,Risk_Weight,Rule_Description
INV0007274,FCT-330882,SUP00313,Supplier_0313,DPT003,IT,2024-01-31,859.07,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007277,FCT-656502,SUP00009,Supplier_0009,DPT006,Marketing,2024-01-26,1289.84,1,6.45,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007280,FCT-615277,SUP00215,Supplier_0215,DPT010,Customer Support,2024-11-26,1528.22,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007283,FCT-925675,SUP00010,Supplier_0010,DPT003,IT,2024-07-02,3971.49,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007285,FCT-669656,SUP00024,Supplier_0024,DPT007,Human Resources,2024-09-21,100000.0,1,25.81,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007289,FCT-538441,SUP00030,Supplier_0030,DPT009,Risk Management,2024-04-29,4547.62,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007290,FCT-455138,SUP00007,Supplier_0007,DPT002,Procurement,2024-01-05,16145.24,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007291,FCT-307261,SUP00074,Supplier_0074,DPT001,Finance,2024-03-05,9511.38,1,14.52,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007292,FCT-738098,SUP00018,Supplier_0018,DPT005,Sales,2024-03-06,3012.7,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007293,FCT-857599,SUP00003,Supplier_0003,DPT005,Sales,2024-10-10,13372.55,1,16.13,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007295,FCT-262123,SUP00021,Supplier_0021,DPT002,Procurement,2024-05-17,9880.78,1,14.52,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007297,FCT-966265,SUP00135,Supplier_0135,DPT010,Customer Support,2024-01-27,8334.89,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007298,FCT-587830,SUP00097,Supplier_0097,DPT011,Logistics,2024-05-19,6805.23,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007311,FCT-702730,SUP00033,Supplier_0033,DPT006,Marketing,2024-02-21,8705.76,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007316,FCT-974883,SUP00002,Supplier_0002,DPT005,Sales,2024-11-15,17685.77,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007317,FCT-926547,SUP00299,Supplier_0299,DPT002,Procurement,2024-02-21,35059.1,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007318,FCT-904440,SUP00121,Supplier_0121,DPT002,Procurement,2024-01-14,2945.73,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007322,FCT-471482,SUP00105,Supplier_0105,DPT003,IT,2024-01-27,3058.06,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007324,FCT-501101,SUP00213,Supplier_0213,DPT001,Finance,2024-01-02,6850.7,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007340,FCT-835801,SUP00301,Supplier_0301,DPT005,Sales,2024-11-15,10142.34,1,16.67,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007348,FCT-759727,SUP00001,Supplier_0001,DPT002,Procurement,2024-02-03,16975.93,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007349,FCT-440739,SUP00027,Supplier_0027,DPT001,Finance,2024-11-28,2138.11,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007356,FCT-903945,SUP00030,Supplier_0030,DPT002,Procurement,2024-09-03,2103.91,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007358,FCT-624719,SUP00066,Supplier_0066,DPT007,Human Resources,2024-07-14,5546.26,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007359,FCT-685158,SUP00003,Supplier_0003,DPT002,Procurement,2024-07-28,1623.02,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007363,FCT-360118,SUP00318,Supplier_0318,DPT006,Marketing,2024-06-24,1881.9,1,28.49,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007371,FCT-131768,SUP00062,Supplier_0062,DPT004,Operations,2024-10-02,6861.46,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007375,FCT-232709,SUP00012,Supplier_0012,DPT004,Operations,2024-06-05,2399.17,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007378,FCT-199167,SUP00002,Supplier_0002,DPT006,Marketing,2024-12-22,4908.93,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007383,FCT-985976,SUP00003,Supplier_0003,DPT005,Sales,2024-03-30,15000.0,1,15.59,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007388,FCT-408695,SUP00200,Supplier_0200,DPT003,IT,2024-07-27,10457.86,1,5.91,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007389,FCT-167700,SUP00003,Supplier_0003,DPT006,Marketing,2024-04-11,8900.58,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007393,FCT-256756,SUP00140,Supplier_0140,DPT009,Risk Management,2024-09-13,4444.6,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007395,FCT-992726,SUP00009,Supplier_0009,DPT004,Operations,2024-08-06,34756.06,1,15.05,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007396,FCT-862090,SUP00010,Supplier_0010,DPT009,Risk Management,2024-12-03,1406.22,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007400,FCT-793801,SUP00004,Supplier_0004,DPT002,Procurement,2024-01-29,20000.0,1,5.91,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007402,FCT-417182,SUP00006,Supplier_0006,DPT007,Human Resources,2024-06-06,986.96,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007403,FCT-336445,SUP00004,Supplier_0004,DPT005,Sales,2024-04-07,13322.57,1,12.37,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007405,FCT-543496,SUP00003,Supplier_0003,DPT004,Operations,2024-03-13,116420.37,1,17.74,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007406,FCT-888956,SUP00203,Supplier_0203,DPT001,Finance,2024-07-05,17697.98,1,17.74,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007411,FCT-531856,SUP00003,Supplier_0003,DPT004,Operations,2024-05-27,2612.48,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007412,FCT-814169,SUP00006,Supplier_0006,DPT002,Procurement,2024-11-22,8594.81,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007418,FCT-327347,SUP00009,Supplier_0009,DPT008,Legal,2024-04-24,47869.83,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007419,FCT-158267,SUP00015,Supplier_0015,DPT002,Procurement,2024-01-15,8433.67,1,14.52,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007420,FCT-413888,SUP00250,Supplier_0250,DPT009,Risk Management,2024-11-05,3845.97,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007427,FCT-307048,SUP00003,Supplier_0003,DPT002,Procurement,2024-09-17,3304.74,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007428,FCT-253647,SUP00002,Supplier_0002,DPT006,Marketing,2024-03-06,1407.97,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007431,FCT-746619,SUP00284,Supplier_0284,DPT002,Procurement,2024-10-20,2140.66,1,13.44,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007443,FCT-335611,SUP00217,Supplier_0217,DPT001,Finance,2024-03-22,5182.39,1,14.52,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007446,FCT-491426,SUP00097,Supplier_0097,DPT011,Logistics,2024-09-29,36764.97,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007447,FCT-244123,SUP00007,Supplier_0007,DPT007,Human Resources,2024-02-20,21213.27,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007451,FCT-179400,SUP00003,Supplier_0003,DPT001,Finance,2024-02-04,53689.71,1,27.42,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007452,FCT-789176,SUP00215,Supplier_0215,DPT001,Finance,2024-11-12,22840.14,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007457,FCT-841896,SUP00005,Supplier_0005,DPT001,Finance,2024-08-21,12539.63,1,14.52,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007470,FCT-527987,SUP00023,Supplier_0023,DPT006,Marketing,2024-10-19,4841.41,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007474,FCT-187926,SUP00151,Supplier_0151,DPT012,General Administration,2024-10-19,1247.7,1,13.44,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007479,FCT-608970,SUP00100,Supplier_0100,DPT010,Customer Support,2024-01-26,678.49,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007481,FCT-360185,SUP00026,Supplier_0026,DPT002,Procurement,2024-06-25,3084.48,1,12.37,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007484,FCT-460825,SUP00018,Supplier_0018,DPT011,Logistics,2024-09-08,6385.04,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007487,FCT-250168,SUP00015,Supplier_0015,DPT008,Legal,2024-11-15,66598.31,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007492,FCT-288535,SUP00285,Supplier_0285,DPT008,Legal,2024-12-19,11594.72,1,6.45,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007494,FCT-837605,SUP00017,Supplier_0017,DPT011,Logistics,2024-06-07,4126.27,1,13.44,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007495,FCT-840121,SUP00002,Supplier_0002,DPT001,Finance,2024-09-20,1133.61,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007497,FCT-835422,SUP00002,Supplier_0002,DPT004,Operations,2024-04-22,6020.83,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007508,FCT-193330,SUP00240,Supplier_0240,DPT003,IT,2024-06-22,1817.16,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007512,FCT-631038,SUP00015,Supplier_0015,DPT009,Risk Management,2024-11-26,10377.63,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007513,FCT-616657,SUP00003,Supplier_0003,DPT002,Procurement,2024-10-02,21666.49,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007516,FCT-752745,SUP00003,Supplier_0003,DPT009,Risk Management,2024-02-10,13620.62,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007517,FCT-773024,SUP00007,Supplier_0007,DPT008,Legal,2024-10-06,66140.49,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007522,FCT-723373,SUP00107,Supplier_0107,DPT004,Operations,2024-11-07,2565.66,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007524,FCT-567138,SUP00093,Supplier_0093,DPT009,Risk Management,2024-04-30,3571.9,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007527,FCT-414729,SUP00011,Supplier_0011,DPT008,Legal,2024-02-25,1276.33,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007535,FCT-271750,SUP00097,Supplier_0097,DPT003,IT,2024-07-09,1932.97,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007536,FCT-143423,SUP00010,Supplier_0010,DPT012,General Administration,2024-05-23,3187.75,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007539,FCT-520307,SUP00036,Supplier_0036,DPT008,Legal,2024-09-08,20490.34,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007544,FCT-579295,SUP00010,Supplier_0010,DPT001,Finance,2024-11-29,4899.75,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007546,FCT-141024,SUP00163,Supplier_0163,DPT011,Logistics,2024-09-06,15226.32,1,14.52,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007549,FCT-131548,SUP00011,Supplier_0011,DPT007,Human Resources,2024-07-08,8062.88,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007555,FCT-396857,SUP00019,Supplier_0019,DPT002,Procurement,2024-05-11,13796.22,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007565,FCT-983864,SUP00272,Supplier_0272,DPT004,Operations,2024-09-08,30616.39,1,17.74,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007566,FCT-435771,SUP00055,Supplier_0055,DPT011,Logistics,2024-01-28,12870.67,1,18.82,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007573,FCT-833114,SUP00024,Supplier_0024,DPT003,IT,2024-06-16,7904.71,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007575,FCT-996210,SUP00238,Supplier_0238,DPT009,Risk Management,2024-12-23,3485.15,1,18.82,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007584,FCT-903702,SUP00123,Supplier_0123,DPT001,Finance,2024-04-02,7691.54,1,18.82,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007587,FCT-283086,SUP00169,Supplier_0169,DPT008,Legal,2024-12-04,222581.39,1,21.51,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007588,FCT-966975,SUP00172,Supplier_0172,DPT006,Marketing,2024-12-22,20000.0,1,5.91,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007591,FCT-922771,SUP00005,Supplier_0005,DPT001,Finance,2024-10-17,2019.66,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007592,FCT-224023,SUP00001,Supplier_0001,DPT002,Procurement,2024-02-29,69347.7,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007598,FCT-608859,SUP00023,Supplier_0023,DPT002,Procurement,2024-02-06,1543.58,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007604,FCT-501541,SUP00291,Supplier_0291,DPT012,General Administration,2024-08-12,6593.74,1,12.37,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007610,FCT-717980,SUP00210,Supplier_0210,DPT009,Risk Management,2024-06-24,3415.21,1,13.44,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007611,FCT-863470,SUP00138,Supplier_0138,DPT003,IT,2024-06-04,23900.91,1,20.97,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007615,FCT-713119,SUP00012,Supplier_0012,DPT002,Procurement,2024-06-06,5771.1,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007619,FCT-249187,SUP00019,Supplier_0019,DPT001,Finance,2024-06-27,8388.81,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007621,FCT-778203,SUP00267,Supplier_0267,DPT009,Risk Management,2024-09-20,3680.27,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007636,FCT-752349,SUP00007,Supplier_0007,DPT002,Procurement,2024-10-01,11592.63,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007637,FCT-641038,SUP00130,Supplier_0130,DPT012,General Administration,2024-10-11,9788.48,1,23.12,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007640,FCT-397386,SUP00218,Supplier_0218,DPT004,Operations,2024-07-16,1167.76,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007641,FCT-263791,SUP00173,Supplier_0173,DPT009,Risk Management,2024-10-24,4347.49,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007643,FCT-140892,SUP00186,Supplier_0186,DPT001,Finance,2024-08-14,8133.69,1,13.44,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007651,FCT-287857,SUP00002,Supplier_0002,DPT001,Finance,2024-07-29,996.73,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007658,FCT-599155,SUP00285,Supplier_0285,DPT005,Sales,2024-07-05,15221.66,1,5.91,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007659,FCT-163266,SUP00232,Supplier_0232,DPT001,Finance,2024-07-18,5470.01,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007660,FCT-733728,SUP00004,Supplier_0004,DPT001,Finance,2024-11-15,2169.82,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007663,FCT-678642,SUP00005,Supplier_0005,DPT001,Finance,2024-02-03,7828.6,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007667,FCT-594080,SUP00175,Supplier_0175,DPT009,Risk Management,2024-10-09,9261.58,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007680,FCT-494165,SUP00055,Supplier_0055,DPT001,Finance,2024-08-12,14590.24,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007682,FCT-766713,SUP00288,Supplier_0288,DPT010,Customer Support,2024-08-13,2937.27,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007683,FCT-277149,SUP00300,Supplier_0300,DPT005,Sales,2024-02-29,21018.7,1,16.67,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007689,FCT-844194,SUP00013,Supplier_0013,DPT006,Marketing,2024-11-12,15000.0,1,16.67,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007692,FCT-903173,SUP00006,Supplier_0006,DPT001,Finance,2024-04-24,8595.4,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007699,FCT-980153,SUP00025,Supplier_0025,DPT001,Finance,2024-07-07,5736.17,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007718,FCT-606661,SUP00011,Supplier_0011,DPT001,Finance,2024-08-05,1822.3,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007723,FCT-352312,SUP00047,Supplier_0047,DPT001,Finance,2024-11-08,1202.26,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007725,FCT-293003,SUP00026,Supplier_0026,DPT006,Marketing,2024-09-17,5940.81,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007732,FCT-454010,SUP00152,Supplier_0152,DPT002,Procurement,2024-04-01,1343.03,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007736,FCT-669989,SUP00009,Supplier_0009,DPT003,IT,2024-05-29,20977.91,1,16.67,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007741,FCT-877280,SUP00124,Supplier_0124,DPT005,Sales,2024-05-11,19282.94,1,17.74,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007758,FCT-702414,SUP00019,Supplier_0019,DPT001,Finance,2024-03-09,4821.51,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007759,FCT-106785,SUP00233,Supplier_0233,DPT002,Procurement,2024-08-22,10219.73,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007760,FCT-250619,SUP00003,Supplier_0003,DPT008,Legal,2024-01-18,41202.95,1,13.44,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007774,FCT-423217,SUP00002,Supplier_0002,DPT003,IT,2024-10-13,2786.1,1,13.44,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007777,FCT-226318,SUP00063,Supplier_0063,DPT003,IT,2024-04-25,9690.2,1,11.29,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007780,FCT-315171,SUP00279,Supplier_0279,DPT007,Human Resources,2024-10-01,9613.35,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007790,FCT-183517,SUP00010,Supplier_0010,DPT003,IT,2024-12-16,100000.0,1,22.04,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007792,FCT-458412,SUP00007,Supplier_0007,DPT003,IT,2024-05-17,8430.65,1,12.37,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007800,FCT-659318,SUP00127,Supplier_0127,DPT002,Procurement,2024-09-02,5189.93,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007801,FCT-656174,SUP00008,Supplier_0008,DPT004,Operations,2024-12-01,17622.52,1,5.91,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007804,FCT-815929,SUP00292,Supplier_0292,DPT006,Marketing,2024-07-31,4207.49,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007806,FCT-456785,SUP00138,Supplier_0138,DPT001,Finance,2024-07-19,14048.59,1,19.89,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007807,FCT-333749,SUP00174,Supplier_0174,DPT006,Marketing,2024-12-23,5142.49,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007810,FCT-554431,SUP00028,Supplier_0028,DPT004,Operations,2024-07-05,50000.0,1,20.97,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007812,FCT-326135,SUP00152,Supplier_0152,DPT004,Operations,2024-06-08,4176.24,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007821,FCT-126317,SUP00314,Supplier_0314,DPT010,Customer Support,2024-10-17,4843.11,1,9.14,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007825,FCT-706207,SUP00007,Supplier_0007,DPT010,Customer Support,2024-10-17,15000.0,1,15.59,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007828,FCT-166034,SUP00288,Supplier_0288,DPT002,Procurement,2024-01-14,3870.44,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007830,FCT-725516,SUP00119,Supplier_0119,DPT012,General Administration,2024-06-13,3192.17,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007845,FCT-224429,SUP00018,Supplier_0018,DPT008,Legal,2024-06-26,10306.73,1,8.06,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007852,FCT-285751,SUP00037,Supplier_0037,DPT007,Human Resources,2024-11-04,1165.6,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007854,FCT-191002,SUP00317,Supplier_0317,DPT007,Human Resources,2024-04-30,50000.0,1,15.59,Medium Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007856,FCT-123825,SUP00009,Supplier_0009,DPT004,Operations,2024-06-27,5640.08,1,2.69,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
INV0007861,FCT-898117,SUP00280,Supplier_0280,DPT002,Procurement,2024-11-07,8020.95,1,13.44,Low Risk,R09,Weekend payment,Payment Behavior,Medium,5,Payment was executed during the weekend.
