supplier_id,supplier_name,supplier_category,supplier_country,Invoice_Count,Total_Invoice_Amount,Average_Invoice_Amount,Paid_Invoices,Average_Audit_Risk_Score,Max_Audit_Risk_Score,Average_Rule_Count,Exception_Invoices,High_Risk_Invoices,Medium_Risk_Invoices,Missing_PO_Count,Duplicate_Risk_Count,Payment_Before_Invoice_Count,Very_Late_Payment_Count,Weekend_Payment_Count,Cash_Payment_Count,PO_Supplier_Mismatch_Count,PO_Department_Mismatch_Count,Invoice_Exceeds_PO_Count,PO_Not_Approved_Count,Missing_Tax_ID_Flag,Spend_Share,Exception_Rate,High_Risk_Invoice_Rate,Medium_Risk_Invoice_Rate,Critical_Rule_Triggers,Procurement_Exception_Count,Payment_Exception_Count,Procurement_Exception_Rate,Payment_Exception_Rate,avg_risk_score_scaled,exception_rate_scaled,high_risk_rate_scaled,critical_triggers_scaled,spend_share_scaled,procurement_exception_scaled,payment_exception_scaled,supplier_risk_score,supplier_risk_level,primary_supplier_risk_driver,Supplier_Audit_Recommendation
SUP00142,Supplier_0142,Consulting,Tunisia,13,297938.14,22918.32,13,8.77,17.74,1.85,11,0,1,3,0,0,3,4,0,0,0,4,4,0,0.27,84.62,0.0,7.69,0,11,9,84.62,69.23,0.4837613639842053,0.7307692307692307,0.0,0.0,0.07194185855834329,0.5076923076923077,0.5064737242955064,32.4,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0142. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00175,Supplier_0175,Office Supplies,Algeria,7,106811.72,15258.82,7,7.68,9.14,1.57,7,0,0,2,0,0,1,1,0,0,0,3,1,0,0.1,100.0,0.0,0.0,0,6,3,85.71,42.86,0.3971348985276562,1.0,0.0,0.0,0.025616554912928285,0.5142857142857142,0.28712871287128705,32.34,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0175. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00273,Supplier_0273,Logistics,Algeria,20,473944.14,23697.21,20,8.71,18.28,2.0,17,0,2,3,0,0,4,7,1,0,0,11,0,0,0.43,85.0,0.0,10.0,0,14,15,70.0,75.0,0.479108635097493,0.7375,0.0,0.0,0.11460226831966727,0.41999999999999993,0.5544554455445544,32.27,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0273. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00223,Supplier_0223,Consulting,Algeria,20,162267.87,8113.39,19,8.04,22.58,1.65,18,0,2,3,0,1,3,6,2,0,2,9,1,0,0.15,90.0,0.0,10.0,1,15,15,75.0,75.0,0.4256267409470753,0.825,0.0,0.029411764705882353,0.03905804033266084,0.44999999999999996,0.5544554455445544,32.23,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0223. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00031,Supplier_0031,Facilities,Algeria,19,289726.72,15248.77,17,9.03,18.28,1.79,15,0,4,4,0,2,3,7,2,1,0,7,1,0,0.26,78.95,0.0,21.05,3,13,14,68.42,73.68,0.5042829916015668,0.631578947368421,0.0,0.08823529411764706,0.0699515710572221,0.41052631578947363,0.5435122459614381,32.01,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0031. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00141,Supplier_0141,Telecom,Algeria,18,145206.17,8067.01,15,8.06,13.98,1.5,16,0,0,2,0,1,3,5,0,3,0,7,1,0,0.13,88.89,0.0,0.0,4,13,10,72.22,55.56,0.4276871379935448,0.8055555555555555,0.0,0.11764705882352941,0.034922618169639236,0.43333333333333324,0.3927392739273927,31.97,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0141. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00094,Supplier_0094,Professional Services,Algeria,13,124591.6,9583.97,12,8.73,18.28,1.69,11,0,3,6,0,2,1,4,1,0,0,2,1,0,0.11,84.62,0.0,23.08,2,9,9,69.23,69.23,0.48039425755303194,0.7307692307692307,0.0,0.058823529411764705,0.029926049852346093,0.4153846153846153,0.5064737242955064,31.85,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0094. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00025,Supplier_0025,Facilities,Algeria,95,1358357.43,14298.5,88,7.61,24.73,1.58,76,0,12,19,1,1,13,29,1,3,5,28,12,0,1.22,80.0,0.0,12.63,5,67,50,70.53,52.63,0.3917314176806919,0.65,0.0,0.14705882352941177,0.3289667408362898,0.42315789473684207,0.36842105263157887,31.85,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0025. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00063,Supplier_0063,Professional Services,United Kingdom,22,396746.93,18033.95,19,8.9,24.73,1.82,19,0,4,2,0,0,3,4,0,0,4,8,7,0,0.36,86.36,0.0,18.18,0,21,7,95.45,31.82,0.49383207321925987,0.7613636363636364,0.0,0.0,0.09589117545333896,0.5727272727272726,0.1953195319531953,31.82,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0063. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00280,Supplier_0280,Professional Services,Algeria,18,130308.34,7239.35,17,8.15,20.97,1.61,16,0,2,2,0,0,1,7,0,1,3,7,5,0,0.12,88.89,0.0,11.11,1,18,8,100.0,44.44,0.4347614626166159,0.8055555555555555,0.0,0.029411764705882353,0.031311675745207414,0.6,0.3003300330033003,31.81,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0280. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00285,Supplier_0285,Logistics,Tunisia,15,297304.81,19820.32,14,9.0,23.66,2.07,12,0,5,3,0,0,3,7,0,0,0,4,4,0,0.27,80.0,0.0,33.33,0,11,12,73.33,80.0,0.5019233320068975,0.65,0.0,0.0,0.07178835176133555,0.43999999999999995,0.596039603960396,31.59,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0285. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00195,Supplier_0195,Marketing Services,Algeria,12,175137.68,14594.81,10,8.16,21.51,1.58,11,0,1,2,0,0,1,2,1,1,0,6,2,0,0.16,91.67,0.0,8.33,1,11,4,91.67,33.33,0.435004642525534,0.8541666666666665,0.0,0.029411764705882353,0.04217743039976301,0.5499999999999999,0.20792079207920786,31.51,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0195. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00177,Supplier_0177,Telecom,Algeria,35,762069.87,21773.42,32,8.73,26.34,1.74,27,0,7,4,1,3,3,7,1,0,0,18,6,0,0.68,77.14,0.0,20.0,4,28,15,80.0,42.86,0.48033653572849755,0.6000000000000002,0.0,0.11764705882352941,0.1844383063216706,0.4799999999999999,0.28712871287128705,31.43,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0177. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00068,Supplier_0068,IT Services,United Arab Emirates,10,86827.74,8682.77,9,8.5,11.83,1.6,9,0,0,3,0,0,4,0,0,0,0,4,2,0,0.08,90.0,0.0,0.0,0,9,4,90.0,40.0,0.46199761241543985,0.825,0.0,0.0,0.020772829270267794,0.5399999999999999,0.2633663366336633,31.38,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0068. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00182,Supplier_0182,IT Services,France,13,319418.94,24570.69,12,8.97,22.58,1.69,10,0,3,1,0,1,3,4,1,1,0,4,3,0,0.29,76.92,0.0,23.08,2,9,10,69.23,76.92,0.5001071352046282,0.5961538461538464,0.0,0.058823529411764705,0.07714838407452482,0.4153846153846153,0.5704493526275705,31.25,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0182. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00100,Supplier_0100,Logistics,Algeria,20,315095.46,15754.77,18,7.61,15.05,1.8,19,0,1,3,0,0,1,8,0,0,1,10,1,0,0.28,95.0,0.0,5.0,0,15,10,75.0,50.0,0.39140469558296853,0.9125,0.0,0.0,0.07610045713797214,0.44999999999999996,0.3465346534653465,31.16,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0100. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00116,Supplier_0116,Office Supplies,Algeria,18,327143.45,18174.64,18,8.45,17.74,1.78,15,0,2,5,1,1,3,8,0,0,0,5,1,0,0.29,83.33,0.0,11.11,2,11,13,61.11,72.22,0.45868152274837515,0.7083333333333335,0.0,0.058823529411764705,0.07902065412103144,0.36666666666666664,0.5313531353135312,31.15,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0116. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00018,Supplier_0018,Marketing Services,Algeria,62,936673.89,15107.64,56,7.23,24.73,1.45,51,0,6,10,1,3,6,21,1,2,3,22,4,0,0.84,82.26,0.0,9.68,6,41,34,66.13,54.84,0.3615136772653172,0.6895161290322582,0.0,0.17647058823529413,0.22675890356934633,0.39677419354838706,0.38677738741616086,30.97,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0018. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00113,Supplier_0113,Training,United Arab Emirates,16,253573.81,15848.36,14,7.69,12.37,1.75,15,0,0,1,0,0,1,4,0,0,1,12,0,0,0.23,93.75,0.0,0.0,0,14,6,87.5,37.5,0.39832869080779937,0.890625,0.0,0.0,0.06118881322701026,0.5249999999999999,0.24257425742574254,30.88,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0113. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00176,Supplier_0176,Telecom,Algeria,14,138154.44,9868.17,14,9.48,25.81,1.57,11,0,4,4,2,2,2,1,0,0,0,0,6,0,0.12,78.57,0.0,28.57,4,10,5,71.43,35.71,0.5407879029048945,0.625,0.0,0.11764705882352941,0.03321341682805871,0.42857142857142855,0.2277227722772277,30.87,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0176. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00075,Supplier_0075,Office Supplies,Algeria,16,125835.67,7864.73,14,8.27,17.74,1.56,13,0,2,1,0,2,4,5,0,1,0,7,2,0,0.11,81.25,0.0,12.5,3,11,12,68.75,75.0,0.44374253879824915,0.671875,0.0,0.08823529411764706,0.03022758807247364,0.4125,0.5544554455445544,30.8,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0075. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00311,Supplier_0311,Facilities,Algeria,6,141028.25,23504.71,6,8.87,18.28,2.0,5,0,1,1,0,0,1,3,0,0,1,2,0,0,0.13,83.33,0.0,16.67,0,4,4,66.67,66.67,0.4919750630057038,0.7083333333333335,0.0,0.0,0.03390997212831092,0.3999999999999999,0.485148514851485,30.66,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0311. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00274,Supplier_0274,Consulting,Turkey,14,234512.86,16750.92,13,7.6,17.74,1.5,13,0,1,3,1,0,2,3,0,0,0,6,0,0,0.21,92.86,0.0,7.14,2,9,7,64.29,50.0,0.3911090898755046,0.8750000000000001,0.0,0.058823529411764705,0.05656881199159721,0.38571428571428573,0.3465346534653465,30.63,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0274. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00066,Supplier_0066,Consulting,Algeria,12,207709.02,17309.09,12,7.71,21.51,1.33,11,0,1,2,1,0,2,2,0,1,0,5,2,0,0.19,91.67,0.0,8.33,2,10,4,83.33,33.33,0.39932351770791885,0.8541666666666665,0.0,0.058823529411764705,0.050072085757395156,0.5,0.20792079207920786,30.63,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0066. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00226,Supplier_0226,Consulting,Algeria,12,132659.41,11054.95,10,8.6,17.74,1.83,10,0,1,3,0,0,2,2,1,0,1,6,0,0,0.12,83.33,0.0,8.33,0,10,7,83.33,58.33,0.47055312375646635,0.7083333333333335,0.0,0.0,0.031881529100079166,0.5,0.41584158415841577,30.62,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0226. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00121,Supplier_0121,Consulting,Germany,3,19682.9,6560.97,3,6.81,8.6,1.67,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0.02,100.0,0.0,0.0,0,1,3,33.33,100.0,0.3276296591059823,1.0,0.0,0.0,0.004498234155564098,0.19999999999999996,0.7623762376237623,30.57,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0121. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00033,Supplier_0033,IT Services,Spain,15,140210.62,9347.37,14,8.78,23.66,1.73,12,0,2,4,1,0,3,5,1,1,0,4,2,0,0.13,80.0,0.0,13.33,2,11,9,73.33,60.0,0.4847857806075076,0.65,0.0,0.058823529411764705,0.03371179461826494,0.43999999999999995,0.4297029702970297,30.5,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0033. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00271,Supplier_0271,Logistics,Algeria,17,130385.45,7669.73,17,7.78,17.2,1.65,15,0,2,1,1,0,3,6,1,1,1,7,0,0,0.12,88.24,0.0,11.76,2,10,12,58.82,70.59,0.40509351372861124,0.7941176470588235,0.0,0.058823529411764705,0.031330365700076544,0.3529411764705882,0.5177635410599883,30.39,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0271. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00109,Supplier_0109,Facilities,Algeria,25,388886.65,15555.47,22,7.46,16.67,1.72,23,0,2,3,1,0,3,8,1,0,0,12,0,0,0.35,92.0,0.0,8.0,1,15,15,60.0,60.0,0.3799124552327895,0.86,0.0,0.029411764705882353,0.09398599741600651,0.36,0.4297029702970297,30.39,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0109. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00159,Supplier_0159,Facilities,Algeria,13,161911.53,12454.73,13,7.36,16.13,1.62,12,0,1,2,0,0,2,5,1,0,0,5,2,0,0.15,92.31,0.0,7.69,0,9,9,69.23,69.23,0.37185099023539137,0.8653846153846154,0.0,0.0,0.0389716704906421,0.4153846153846153,0.5064737242955064,30.37,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0159. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00029,Supplier_0029,Marketing Services,Algeria,82,1131199.95,13795.12,71,7.57,24.19,1.56,64,0,11,16,0,4,13,19,3,1,5,27,5,0,1.02,78.05,0.0,13.41,5,54,42,65.85,51.22,0.3880989585860841,0.6158536585365854,0.0,0.14705882352941177,0.27390821341591914,0.39512195121951216,0.3566771311277469,30.33,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0029. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00242,Supplier_0242,Telecom,Turkey,14,129573.58,9255.26,14,8.83,20.43,1.64,11,0,2,3,0,0,5,1,1,1,0,6,2,0,0.12,78.57,0.0,14.29,1,12,8,85.71,57.14,0.4887726678415099,0.625,0.0,0.029411764705882353,0.031133584301300785,0.5142857142857142,0.4059405940594059,30.33,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0242. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00078,Supplier_0078,Marketing Services,Germany,19,269071.13,14161.64,18,8.83,21.51,1.68,14,0,4,1,1,2,3,7,1,1,1,6,3,0,0.24,73.68,0.0,21.05,4,12,14,63.16,73.68,0.4886170858902131,0.5394736842105262,0.0,0.11764705882352941,0.06494506029473728,0.3789473684210526,0.5435122459614381,30.32,Medium Supplier Risk,Payment control exceptions,Perform targeted review for Supplier_0078. Main risk driver: Payment control exceptions. Focus on exception patterns and sample-based transaction testing.
SUP00050,Supplier_0050,Telecom,Algeria,6,35794.01,5965.67,6,7.08,9.68,1.33,6,0,0,4,0,0,0,1,0,0,0,2,0,0,0.03,100.0,0.0,0.0,0,6,1,100.0,16.67,0.34925056373524344,1.0,0.0,0.0,0.008403251906718971,0.6,0.06930693069306929,30.3,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0050. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00156,Supplier_0156,Professional Services,United Arab Emirates,13,197522.55,15194.04,13,8.06,22.04,1.54,11,0,1,5,0,0,1,5,0,2,0,3,1,0,0.18,84.62,0.0,7.69,2,11,6,84.62,46.15,0.4277449569928679,0.7307692307692307,0.0,0.058823529411764705,0.04760308479026089,0.5076923076923077,0.3145468392993145,30.29,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0156. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00222,Supplier_0222,Consulting,Algeria,11,95218.38,8656.22,11,7.48,27.42,1.45,10,0,1,3,0,1,1,5,0,1,1,2,0,0,0.09,90.91,0.0,9.09,2,7,7,63.64,63.64,0.3810006149839019,0.8409090909090908,0.0,0.058823529411764705,0.022806556191848622,0.3818181818181818,0.45994599459945984,30.29,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0222. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00310,Supplier_0310,Office Supplies,Algeria,8,100513.25,12564.16,7,7.46,9.68,1.5,8,0,0,4,0,0,0,1,0,0,0,1,2,0,0.09,100.0,0.0,0.0,0,7,1,87.5,12.5,0.3796259450855551,1.0,0.0,0.0,0.02408992905318824,0.5249999999999999,0.034653465346534656,30.22,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0310. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00119,Supplier_0119,Marketing Services,Morocco,16,171765.08,10735.32,15,7.66,26.34,1.88,15,0,2,2,0,0,5,6,0,0,1,2,1,0,0.15,93.75,0.0,12.5,0,6,13,37.5,81.25,0.39569239952248314,0.890625,0.0,0.0,0.041359978165401455,0.22499999999999998,0.6064356435643564,30.16,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0119. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00197,Supplier_0197,IT Services,Algeria,12,150816.35,12568.03,11,8.33,18.28,1.5,10,0,2,1,1,0,3,2,0,0,2,5,3,0,0.14,83.33,0.0,16.67,1,11,5,91.67,41.67,0.44913118450722916,0.7083333333333335,0.0,0.029411764705882353,0.036282416004001616,0.5499999999999999,0.27722772277227725,30.1,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0197. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00057,Supplier_0057,Training,Tunisia,21,269334.02,12825.43,20,7.58,17.74,1.62,19,0,2,4,0,0,2,6,0,0,2,7,4,0,0.24,90.48,0.0,9.52,0,17,10,80.95,47.62,0.38898679248858314,0.8333333333333335,0.0,0.0,0.06500877968567936,0.48571428571428565,0.32673267326732663,30.02,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0057. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00064,Supplier_0064,Consulting,United Kingdom,9,87413.72,9712.64,9,7.53,19.89,1.56,8,0,1,1,0,0,1,4,0,0,0,3,4,0,0.08,88.89,0.0,11.11,0,8,5,88.89,55.56,0.38502011761064686,0.8055555555555555,0.0,0.0,0.020914859353969147,0.5333333333333332,0.3927392739273927,30.0,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0064. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00040,Supplier_0040,Marketing Services,Algeria,20,189140.3,9457.02,18,7.53,24.19,1.55,18,0,2,3,0,0,5,6,0,0,2,8,3,0,0.17,90.0,0.0,10.0,0,16,11,80.0,55.0,0.3850378034222046,0.825,0.0,0.0,0.04557139144047816,0.4799999999999999,0.38811881188118813,29.97,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0040. Main observed driver: High exception rate.
SUP00288,Supplier_0288,Facilities,Spain,19,283906.27,14942.44,17,8.06,23.12,1.74,15,0,4,4,0,1,3,10,0,1,0,7,1,0,0.25,78.95,0.0,21.05,2,13,15,68.42,78.95,0.4277127358786941,0.631578947368421,0.0,0.058823529411764705,0.06854080789008407,0.41052631578947363,0.587285044293903,29.95,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0288. Main observed driver: High exception rate.
SUP00083,Supplier_0083,Office Supplies,Algeria,12,99897.32,8324.78,12,7.84,17.74,1.67,10,0,2,0,0,1,1,4,1,0,2,6,0,0,0.09,83.33,0.0,16.67,1,8,10,66.67,83.33,0.40986868284918426,0.7083333333333335,0.0,0.029411764705882353,0.023940639675642635,0.3999999999999999,0.6237623762376238,29.92,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0083. Main observed driver: High exception rate.
SUP00131,Supplier_0131,Logistics,Algeria,14,157894.65,11278.19,13,6.99,20.43,1.29,13,0,1,2,0,1,3,4,0,1,2,4,0,0,0.14,92.86,0.0,7.14,2,9,8,64.29,57.14,0.34216360638963106,0.8750000000000001,0.0,0.058823529411764705,0.03799805739357684,0.38571428571428573,0.4059405940594059,29.64,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0131. Main observed driver: High exception rate.
SUP00125,Supplier_0125,Facilities,Algeria,25,467320.18,18692.81,23,7.89,21.51,1.64,21,0,2,2,0,0,2,6,0,1,0,14,5,0,0.42,84.0,0.0,8.0,1,22,9,88.0,36.0,0.4140708316752885,0.72,0.0,0.029411764705882353,0.1129967500541387,0.5279999999999999,0.23009900990099008,29.61,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0125. Main observed driver: High exception rate.
SUP00053,Supplier_0053,Telecom,Algeria,14,90570.33,6469.31,14,7.53,16.13,1.36,12,0,1,2,0,1,2,5,0,1,0,1,6,0,0.08,85.71,0.0,7.14,2,10,9,71.43,64.29,0.3849127394690467,0.7499999999999999,0.0,0.058823529411764705,0.021679959839501984,0.42857142857142855,0.46534653465346537,29.52,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0053. Main observed driver: High exception rate.
SUP00132,Supplier_0132,Consulting,Algeria,6,58637.27,9772.88,6,8.15,17.74,1.67,5,0,1,1,1,0,1,3,0,0,0,3,0,0,0.05,83.33,0.0,16.67,1,4,4,66.67,66.67,0.43493832073219263,0.7083333333333335,0.0,0.029411764705882353,0.013940011062000391,0.3999999999999999,0.485148514851485,29.48,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0132. Main observed driver: High exception rate.
SUP00232,Supplier_0232,Logistics,Morocco,17,164847.47,9696.91,17,6.93,16.13,1.47,16,0,1,3,0,0,3,5,0,0,0,6,3,0,0.15,94.12,0.0,5.88,0,12,10,70.59,58.82,0.3371175768357483,0.8970588235294117,0.0,0.0,0.03968328488693916,0.4235294117647059,0.4199184624344788,29.46,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0232. Main observed driver: High exception rate.
SUP00102,Supplier_0102,IT Services,United Arab Emirates,7,101778.86,14539.84,7,8.14,15.05,1.71,6,0,1,3,0,0,3,2,0,0,0,0,1,0,0.09,85.71,0.0,14.29,0,4,5,57.14,71.43,0.43397191745779096,0.7499999999999999,0.0,0.0,0.02439668814775337,0.3428571428571428,0.5247524752475248,29.45,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0102. Main observed driver: High exception rate.
SUP00086,Supplier_0086,Professional Services,Algeria,17,226578.67,13328.16,14,8.41,16.13,1.59,14,0,3,4,2,1,2,2,1,0,0,7,1,0,0.2,82.35,0.0,17.65,3,12,6,70.59,35.29,0.4554668664123031,0.6911764705882352,0.0,0.08823529411764706,0.054645719616767945,0.4235294117647059,0.22422830518345951,29.43,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0086. Main observed driver: High exception rate.
SUP00047,Supplier_0047,Consulting,Algeria,11,63949.28,5813.57,9,8.06,20.43,1.55,9,0,1,4,0,0,1,3,1,0,1,4,2,0,0.06,81.82,0.0,9.09,0,11,5,100.0,45.45,0.4277393915276924,0.681818181818182,0.0,0.0,0.015227538323890616,0.6,0.30873087308730873,29.23,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0047. Main observed driver: High exception rate.
SUP00316,Supplier_0316,IT Services,Algeria,7,65283.34,9326.19,7,6.61,12.37,1.57,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0.06,100.0,0.0,0.0,0,4,4,57.14,57.14,0.31163663236882494,1.0,0.0,0.0,0.01555088835881097,0.3428571428571428,0.4059405940594059,29.22,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0316. Main observed driver: High exception rate.
SUP00185,Supplier_0185,Consulting,Algeria,15,112010.73,7467.38,14,6.81,15.05,1.47,14,0,1,2,1,0,4,6,0,0,1,4,0,0,0.1,93.33,0.0,6.67,1,7,12,46.67,80.0,0.3278418888446744,0.8833333333333333,0.0,0.029411764705882353,0.02687669318635772,0.27999999999999997,0.596039603960396,29.13,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0185. Main observed driver: High exception rate.
SUP00034,Supplier_0034,Marketing Services,France,8,169485.6,21185.7,7,7.66,18.28,1.75,7,0,1,1,0,0,0,3,0,0,0,5,0,0,0.15,87.5,0.0,12.5,0,6,4,75.0,50.0,0.39554317548746526,0.78125,0.0,0.0,0.040807476825431545,0.44999999999999996,0.3465346534653465,28.94,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0034. Main observed driver: High exception rate.
SUP00199,Supplier_0199,Marketing Services,Tunisia,11,99777.74,9070.7,10,7.67,15.05,1.55,9,0,1,4,0,1,3,5,0,0,0,3,0,0,0.09,81.82,0.0,9.09,1,7,9,63.64,81.82,0.3965560901494049,0.681818181818182,0.0,0.029411764705882353,0.023911655823959974,0.3818181818181818,0.6111611161116112,28.92,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0199. Main observed driver: High exception rate.
SUP00243,Supplier_0243,IT Services,France,28,195360.99,6977.18,27,7.99,17.74,1.61,21,0,3,1,0,1,7,10,3,2,4,6,3,0,0.18,75.0,0.0,10.71,3,16,25,57.14,89.29,0.4215507930191576,0.5625,0.0,0.08823529411764706,0.047079164950461744,0.3428571428571428,0.6732673267326733,28.91,Low Supplier Risk,Payment control exceptions,Maintain standard monitoring for Supplier_0243. Main observed driver: Payment control exceptions.
SUP00213,Supplier_0213,Telecom,France,14,68302.54,4878.75,10,8.83,20.43,1.43,10,0,4,3,2,3,1,4,0,1,0,3,1,0,0.06,71.43,0.0,28.57,6,8,8,57.14,57.14,0.48877266784151,0.5000000000000001,0.0,0.17647058823529413,0.016282683349614635,0.3428571428571428,0.4059405940594059,28.8,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0213. Main observed driver: High exception rate.
SUP00161,Supplier_0161,Logistics,Algeria,14,395359.78,28239.98,14,9.25,26.88,1.71,10,0,2,2,1,1,2,0,1,0,1,6,2,0,0.36,71.43,0.0,14.29,2,11,5,78.57,35.71,0.5224830879426979,0.5000000000000001,0.0,0.058823529411764705,0.09555495744145061,0.47142857142857136,0.2277227722772277,28.71,Low Supplier Risk,High average transaction risk,Maintain standard monitoring for Supplier_0161. Main observed driver: High average transaction risk.
