invoice_id,invoice_number,supplier_id,department_id,po_id,invoice_date,invoice_amount,currency,payment_terms_days,due_date,invoice_status,missing_po_flag,round_amount_flag,high_value_invoice_flag,invoice_due_days,duplicate_invoice_flag
INV0004394,FCT-557814,SUP00095,DPT002,PO0003252,2024-06-24,2616.46,USD,90,2024-09-22,Validated,0,0,0,90,0
INV0004395,FCT-363895,SUP00225,DPT008,PO0004770,2024-12-23,2642.54,EUR,30,2025-01-22,Validated,0,0,0,30,0
INV0004396,FCT-733415,SUP00007,DPT011,PO0003245,2024-09-12,11743.3,EUR,15,2024-09-27,Validated,0,0,0,15,0
INV0004397,FCT-977623,SUP00007,DPT005,PO0000708,2024-03-18,662.69,EUR,30,2024-04-17,Validated,0,0,0,30,0
INV0004398,FCT-702883,SUP00198,DPT005,PO0002773,2024-08-14,8280.86,DZD,90,2024-11-12,Validated,0,0,0,90,0
INV0004399,FCT-796853,SUP00313,DPT009,PO0000210,2024-08-20,12474.27,EUR,30,2024-09-19,Validated,0,0,0,30,0
INV0004400,FCT-995368,SUP00024,DPT006,,2024-10-19,12476.32,DZD,60,2024-12-18,Validated,1,0,0,60,0
INV0004401,FCT-760109,SUP00007,DPT001,PO0002664,2024-01-24,5445.88,USD,30,2024-02-23,Validated,0,0,0,30,0
INV0004402,FCT-873938,SUP00022,DPT004,PO0003346,2024-11-25,936.09,EUR,30,2024-12-25,Pending Review,0,0,0,30,0
INV0004403,FCT-195387,SUP00042,DPT003,PO0000327,2024-04-07,10000.0,DZD,90,2024-07-06,Validated,0,1,0,90,0
INV0004404,FCT-255443,SUP00008,DPT010,PO0002114,2024-07-05,32692.19,DZD,30,2024-08-04,Validated,0,0,0,30,0
INV0004405,FCT-517058,SUP00009,DPT009,PO0001567,2024-02-05,3025.25,USD,30,2024-03-06,Validated,0,0,0,30,0
INV0004406,FCT-800024,SUP00302,DPT004,PO0004253,2024-02-29,73714.76,DZD,30,2024-03-30,Validated,0,0,0,30,0
INV0004407,FCT-526091,SUP00026,DPT001,PO0003118,2024-10-30,15257.48,USD,30,2024-11-29,Validated,0,0,0,30,0
INV0004408,FCT-854108,SUP00037,DPT011,PO0000126,2024-09-28,5092.53,DZD,15,2024-10-13,Validated,0,0,0,15,0
INV0004409,FCT-905555,SUP00006,DPT006,PO0000023,2024-06-01,7782.19,DZD,45,2024-07-16,Pending Review,0,0,0,45,0
INV0004410,FCT-382472,SUP00091,DPT012,PO0002681,2024-01-29,9233.01,EUR,30,2024-02-28,Pending Review,0,0,0,30,0
INV0004411,FCT-541319,SUP00010,DPT009,PO0004061,2024-11-21,3091.04,DZD,60,2025-01-20,Validated,0,0,0,60,0
INV0004412,FCT-777696,SUP00186,DPT002,PO0004855,2024-03-03,3729.68,DZD,90,2024-06-01,Pending Review,0,0,0,90,0
INV0004413,FCT-447154,SUP00317,DPT004,PO0004355,2024-01-15,59505.77,EUR,45,2024-02-29,Validated,0,0,0,45,0
INV0004414,FCT-145218,SUP00005,DPT004,PO0002172,2024-03-27,25000.0,DZD,30,2024-04-26,Validated,0,1,0,30,0
INV0004415,FCT-481936,SUP00217,DPT010,PO0000449,2024-09-11,3887.65,DZD,30,2024-10-11,Validated,0,0,0,30,0
INV0004416,FCT-761434,SUP00006,DPT003,PO0002298,2024-04-17,2451.2,DZD,30,2024-05-17,Validated,0,0,0,30,0
INV0004417,FCT-967336,SUP00023,DPT006,PO0002321,2024-07-06,960.89,DZD,45,2024-08-20,Validated,0,0,0,45,0
INV0004418,FCT-294025,SUP00159,DPT002,PO0003807,2024-02-13,71686.62,DZD,30,2024-03-14,Validated,0,0,0,30,0
INV0004419,FCT-652458,SUP00249,DPT003,PO0004923,2024-09-10,19495.48,USD,45,2024-10-25,Validated,0,0,0,45,0
INV0004420,FCT-641572,SUP00003,DPT002,,2024-12-18,25169.73,DZD,45,2025-02-01,Validated,1,0,0,45,0
INV0004421,FCT-548251,SUP00005,DPT007,PO0004447,2024-12-18,3213.48,USD,30,2025-01-17,Validated,0,0,0,30,0
INV0004422,FCT-885241,SUP00027,DPT001,PO0000322,2024-11-26,2979.14,EUR,60,2025-01-25,Validated,0,0,0,60,0
INV0004423,FCT-787500,SUP00294,DPT008,,2024-12-21,2080.32,DZD,90,2025-03-21,Pending Review,1,0,0,90,0
INV0004424,FCT-147488,SUP00002,DPT001,PO0004451,2024-11-03,158.54,EUR,60,2025-01-02,Validated,0,0,0,60,0
INV0004425,FCT-352787,SUP00005,DPT004,PO0002686,2024-10-30,2195.7,DZD,45,2024-12-14,Validated,0,0,0,45,0
INV0004426,FCT-124759,SUP00017,DPT011,PO0003471,2024-10-03,8669.17,USD,45,2024-11-17,Validated,0,0,0,45,0
INV0004427,FCT-869878,SUP00209,DPT002,PO0004293,2024-03-17,7987.67,DZD,45,2024-05-01,Validated,0,0,0,45,0
INV0004428,FCT-564262,SUP00007,DPT009,PO0004830,2024-03-07,2955.48,DZD,90,2024-06-05,Validated,0,0,0,90,0
INV0004429,FCT-660824,SUP00005,DPT012,PO0000880,2024-10-04,12744.45,DZD,30,2024-11-03,Validated,0,0,0,30,0
INV0004430,FCT-290212,SUP00005,DPT003,PO0001774,2024-04-13,2764.79,EUR,30,2024-05-13,Disputed,0,0,0,30,0
INV0004431,FCT-337889,SUP00246,DPT007,PO0001611,2024-12-15,14514.05,USD,30,2025-01-14,Validated,0,0,0,30,0
INV0004432,FCT-338172,SUP00006,DPT007,PO0002310,2024-09-01,14300.69,DZD,30,2024-10-01,Validated,0,0,0,30,0
INV0004433,FCT-187790,SUP00237,DPT001,PO0003445,2024-05-06,15398.68,DZD,30,2024-06-05,Validated,0,0,0,30,0
INV0004434,FCT-461303,SUP00005,DPT003,,2024-07-10,6535.01,DZD,30,2024-08-09,Validated,1,0,0,30,0
INV0004435,FCT-552247,SUP00002,DPT002,PO0002736,2024-05-07,2348.2,DZD,30,2024-06-06,Validated,0,0,0,30,0
INV0004436,FCT-758557,SUP00027,DPT007,PO0002805,2024-03-23,1523.61,DZD,30,2024-04-22,Validated,0,0,0,30,0
INV0004437,FCT-786274,SUP00025,DPT004,,2024-06-23,495.75,DZD,30,2024-07-23,Validated,1,0,0,30,0
INV0004438,FCT-432450,SUP00005,DPT002,PO0001530,2024-08-05,14339.11,DZD,90,2024-11-03,Validated,0,0,0,90,0
INV0004439,FCT-394648,SUP00138,DPT007,PO0003454,2024-09-10,863.76,DZD,15,2024-09-25,Validated,0,0,0,15,0
INV0004440,FCT-108561,SUP00009,DPT007,PO0004450,2024-05-07,5139.33,USD,30,2024-06-06,Validated,0,0,0,30,0
INV0004441,FCT-966758,SUP00002,DPT009,PO0002195,2024-03-31,5000.0,DZD,30,2024-04-30,Pending Review,0,1,0,30,0
INV0004442,FCT-262453,SUP00003,DPT011,PO0001296,2024-02-25,1755.51,DZD,30,2024-03-26,Pending Review,0,0,0,30,0
INV0004443,FCT-582162,SUP00003,DPT002,PO0002693,2024-02-27,5209.75,EUR,30,2024-03-28,Validated,0,0,0,30,0
INV0004444,FCT-627787,SUP00272,DPT005,PO0000169,2024-07-30,8663.12,DZD,30,2024-08-29,Validated,0,0,0,30,0
INV0004445,FCT-865600,SUP00009,DPT004,PO0004638,2024-04-14,4383.7,DZD,60,2024-06-13,Validated,0,0,0,60,0
INV0004446,FCT-211494,SUP00008,DPT005,PO0004776,2024-08-12,10192.95,USD,30,2024-09-11,Validated,0,0,0,30,0
INV0004447,FCT-211407,SUP00006,DPT002,PO0004646,2024-08-23,3600.03,DZD,30,2024-09-22,Validated,0,0,0,30,0
INV0004448,FCT-995613,SUP00243,DPT004,PO0001487,2024-10-30,4361.35,DZD,30,2024-11-29,Validated,0,0,0,30,0
INV0004449,FCT-590844,SUP00073,DPT001,PO0000835,2024-01-16,2160.09,DZD,30,2024-02-15,Validated,0,0,0,30,0
INV0004450,FCT-263368,SUP00242,DPT006,PO0000239,2024-11-23,5136.09,DZD,90,2025-02-21,Validated,0,0,0,90,0
INV0004451,FCT-980191,SUP00002,DPT003,PO0004359,2024-12-04,6044.96,DZD,15,2024-12-19,Validated,0,0,0,15,0
INV0004452,FCT-732990,SUP00166,DPT001,PO0000329,2024-06-14,2074.72,DZD,30,2024-07-14,Validated,0,0,0,30,0
INV0004453,FCT-491079,SUP00008,DPT004,PO0000246,2024-07-22,9830.94,DZD,30,2024-08-21,Validated,0,0,0,30,0
INV0004454,FCT-285001,SUP00317,DPT008,PO0004539,2024-12-01,352.38,DZD,60,2025-01-30,Validated,0,0,0,60,0
INV0004455,FCT-800402,SUP00112,DPT007,PO0003930,2024-02-08,20833.17,DZD,30,2024-03-09,Validated,0,0,0,30,0
INV0004456,FCT-795780,SUP00293,DPT004,PO0001741,2024-12-16,1176.03,DZD,30,2025-01-15,Validated,0,0,0,30,0
INV0004457,FCT-734591,SUP00004,DPT007,PO0002377,2024-09-20,19860.62,DZD,45,2024-11-04,Validated,0,0,0,45,0
INV0004458,FCT-780671,SUP00019,DPT008,,2024-09-16,20000.0,DZD,30,2024-10-16,Pending Review,1,1,0,30,0
INV0004459,FCT-406736,SUP00005,DPT004,,2024-04-14,19234.98,USD,30,2024-05-14,Validated,1,0,0,30,0
INV0004460,FCT-842737,SUP00027,DPT003,PO0001527,2024-12-30,1644.01,DZD,30,2025-01-29,Disputed,0,0,0,30,0
INV0004461,FCT-847194,SUP00126,DPT003,,2024-10-06,4749.83,DZD,15,2024-10-21,Validated,1,0,0,15,0
INV0004462,FCT-184344,SUP00037,DPT007,PO0004037,2024-12-09,8416.07,DZD,30,2025-01-08,Validated,0,0,0,30,0
INV0004463,FCT-498352,SUP00223,DPT009,PO0004608,2024-11-17,9819.73,DZD,30,2024-12-17,Validated,0,0,0,30,0
INV0004464,FCT-856544,SUP00005,DPT005,PO0003697,2024-08-31,15774.84,DZD,30,2024-09-30,Validated,0,0,0,30,0
INV0004465,FCT-446127,SUP00009,DPT002,PO0000491,2024-07-02,12696.09,DZD,30,2024-08-01,Validated,0,0,0,30,0
INV0004466,FCT-407588,SUP00299,DPT004,PO0004001,2024-05-19,10374.72,DZD,15,2024-06-03,Validated,0,0,0,15,0
INV0004467,FCT-697072,SUP00001,DPT001,PO0003063,2024-03-08,10562.53,EUR,30,2024-04-07,Validated,0,0,0,30,0
INV0004468,FCT-187660,SUP00008,DPT005,,2024-01-15,13178.18,DZD,30,2024-02-14,Validated,1,0,0,30,0
INV0004469,FCT-292410,SUP00002,DPT001,PO0003722,2024-06-21,6141.52,DZD,30,2024-07-21,Validated,0,0,0,30,0
INV0004470,FCT-274889,SUP00118,DPT006,PO0004782,2024-08-04,22421.14,DZD,30,2024-09-03,Validated,0,0,0,30,0
INV0004471,FCT-916692,SUP00268,DPT001,PO0004946,2024-07-27,5494.43,EUR,30,2024-08-26,Validated,0,0,0,30,0
INV0004472,FCT-315340,SUP00031,DPT001,PO0004729,2024-06-21,858.33,DZD,15,2024-07-06,Disputed,0,0,0,15,0
INV0004473,FCT-160099,SUP00320,DPT008,PO0004721,2024-05-11,25139.27,DZD,60,2024-07-10,Validated,0,0,0,60,0
INV0004474,FCT-571558,SUP00044,DPT011,PO0000640,2024-05-28,15000.0,DZD,30,2024-06-27,Validated,0,1,0,30,0
INV0004475,FCT-907661,SUP00007,DPT001,PO0003355,2024-10-07,5057.8,DZD,45,2024-11-21,Validated,0,0,0,45,0
INV0004476,FCT-158743,SUP00140,DPT007,PO0001317,2024-12-06,6844.31,DZD,60,2025-02-04,Validated,0,0,0,60,0
INV0004477,FCT-587148,SUP00125,DPT002,PO0004463,2024-04-09,33965.02,USD,45,2024-05-24,Validated,0,0,0,45,0
INV0004478,FCT-981122,SUP00118,DPT009,PO0000955,2024-08-25,20000.0,DZD,15,2024-09-09,Validated,0,1,0,15,0
INV0004479,FCT-702091,SUP00238,DPT009,PO0003389,2024-11-03,34437.95,USD,30,2024-12-03,Validated,0,0,0,30,0
INV0004480,FCT-622776,SUP00022,DPT003,PO0002455,2024-05-26,10325.98,DZD,30,2024-06-25,Validated,0,0,0,30,0
INV0004481,FCT-961468,SUP00030,DPT004,PO0001913,2024-06-08,3955.01,DZD,30,2024-07-08,Pending Review,0,0,0,30,0
INV0004482,FCT-156946,SUP00005,DPT009,PO0005167,2024-07-20,1331.15,DZD,30,2024-08-19,Disputed,0,0,0,30,0
INV0004483,FCT-964832,SUP00305,DPT009,PO0004989,2024-08-02,6668.01,DZD,30,2024-09-01,Validated,0,0,0,30,0
INV0004484,FCT-263594,SUP00303,DPT004,PO0002984,2024-12-01,27207.72,DZD,60,2025-01-30,Validated,0,0,0,60,0
INV0004485,FCT-867370,SUP00004,DPT002,PO0000211,2024-01-21,3122.0,DZD,45,2024-03-06,Validated,0,0,0,45,0
INV0004486,FCT-777138,SUP00010,DPT002,,2024-10-26,9150.52,DZD,15,2024-11-10,Validated,1,0,0,15,0
INV0004487,FCT-787411,SUP00007,DPT005,PO0005023,2024-03-17,35077.48,DZD,30,2024-04-16,Validated,0,0,0,30,0
INV0004488,FCT-460273,SUP00257,DPT009,,2024-05-13,781.49,DZD,60,2024-07-12,Validated,1,0,0,60,0
INV0004489,FCT-612175,SUP00317,DPT001,PO0003599,2024-06-09,9482.35,DZD,30,2024-07-09,Validated,0,0,0,30,0
INV0004490,FCT-582261,SUP00305,DPT004,PO0002069,2024-07-03,11352.04,DZD,30,2024-08-02,Validated,0,0,0,30,0
INV0004491,FCT-303161,SUP00034,DPT005,PO0004315,2024-09-26,9040.78,DZD,45,2024-11-10,Validated,0,0,0,45,0
INV0004492,FCT-975206,SUP00176,DPT002,,2024-03-01,25000.0,DZD,30,2024-03-31,Validated,1,1,0,30,0
INV0004493,FCT-496187,SUP00006,DPT004,,2024-12-20,2507.02,USD,60,2025-02-18,Validated,1,0,0,60,0
INV0004494,FCT-767313,SUP00125,DPT003,PO0002556,2024-10-31,545.28,DZD,45,2024-12-15,Validated,0,0,0,45,0
INV0004495,FCT-620786,SUP00005,DPT006,PO0004709,2024-01-27,1319.07,DZD,30,2024-02-26,Validated,0,0,0,30,0
INV0004496,FCT-160043,SUP00026,DPT004,PO0004775,2024-07-24,15839.44,DZD,60,2024-09-22,Disputed,0,0,0,60,0
INV0004497,FCT-319076,SUP00015,DPT003,PO0000431,2024-12-07,4107.28,DZD,30,2025-01-06,Validated,0,0,0,30,0
INV0004498,FCT-985089,SUP00124,DPT010,PO0001864,2024-01-14,15400.14,DZD,30,2024-02-13,Validated,0,0,0,30,0
INV0004499,FCT-642328,SUP00006,DPT002,PO0002901,2024-04-22,14461.22,DZD,60,2024-06-21,Validated,0,0,0,60,0
INV0004500,FCT-415436,SUP00230,DPT012,PO0004816,2024-06-16,1648.84,DZD,45,2024-07-31,Validated,0,0,0,45,0
INV0004501,FCT-606555,SUP00007,DPT007,PO0002068,2024-12-24,7292.97,DZD,30,2025-01-23,Validated,0,0,0,30,0
INV0004502,FCT-579526,SUP00026,DPT006,,2024-07-22,968.55,DZD,45,2024-09-05,Pending Review,1,0,0,45,0
INV0004503,FCT-746198,SUP00009,DPT003,PO0004026,2024-01-17,8233.14,DZD,60,2024-03-17,Validated,0,0,0,60,0
INV0004504,FCT-937449,SUP00207,DPT010,PO0000607,2024-08-19,9772.13,DZD,30,2024-09-18,Validated,0,0,0,30,0
INV0004505,FCT-667781,SUP00173,DPT001,PO0001990,2024-07-04,4621.45,DZD,45,2024-08-18,Validated,0,0,0,45,0
INV0004506,FCT-236377,SUP00087,DPT002,PO0001829,2024-08-03,867.47,DZD,45,2024-09-17,Validated,0,0,0,45,0
INV0004507,FCT-878275,SUP00002,DPT010,PO0003904,2024-10-10,1084.79,DZD,30,2024-11-09,Disputed,0,0,0,30,0
INV0004508,FCT-222095,SUP00168,DPT001,PO0002832,2024-02-04,111749.92,DZD,15,2024-02-19,Validated,0,0,1,15,0
INV0004509,FCT-477642,SUP00005,DPT007,PO0001110,2024-05-07,12266.2,DZD,30,2024-06-06,Validated,0,0,0,30,0
INV0004510,FCT-306184,SUP00004,DPT007,PO0000661,2024-02-18,50000.0,DZD,15,2024-03-04,Validated,0,1,0,15,0
INV0004511,FCT-618944,SUP00084,DPT004,PO0004939,2024-12-21,18104.19,DZD,30,2025-01-20,Validated,0,0,0,30,0
INV0004512,FCT-949588,SUP00003,DPT009,PO0000311,2024-12-04,32610.41,DZD,30,2025-01-03,Validated,0,0,0,30,0
INV0004513,FCT-644592,SUP00252,DPT008,PO0000218,2024-12-03,100000.0,DZD,60,2025-02-01,Validated,0,1,1,60,0
INV0004514,FCT-109926,SUP00155,DPT009,PO0002893,2024-04-05,4805.34,DZD,45,2024-05-20,Validated,0,0,0,45,0
INV0004515,FCT-413050,SUP00049,DPT007,PO0000948,2024-04-30,4088.95,DZD,45,2024-06-14,Validated,0,0,0,45,0
INV0004516,FCT-313985,SUP00074,DPT010,,2024-06-18,14991.89,DZD,30,2024-07-18,Disputed,1,0,0,30,0
INV0004517,FCT-695707,SUP00021,DPT001,PO0000681,2024-01-02,4579.12,DZD,30,2024-02-01,Validated,0,0,0,30,0
INV0004518,FCT-445037,SUP00148,DPT004,PO0004281,2024-11-10,23824.14,DZD,30,2024-12-10,Validated,0,0,0,30,0
INV0004519,FCT-397329,SUP00205,DPT001,PO0001760,2024-03-05,6828.82,EUR,45,2024-04-19,Validated,0,0,0,45,0
INV0004520,FCT-948501,SUP00009,DPT007,,2024-09-06,14950.68,EUR,30,2024-10-06,Validated,1,0,0,30,0
INV0004521,FCT-800156,SUP00002,DPT005,PO0003045,2024-01-12,19840.81,DZD,60,2024-03-12,Validated,0,0,0,60,0
INV0004522,FCT-587917,SUP00119,DPT004,PO0001587,2024-02-18,1347.8,EUR,15,2024-03-04,Validated,0,0,0,15,0
INV0004523,FCT-917059,SUP00276,DPT011,PO0001546,2024-09-05,7097.89,DZD,45,2024-10-20,Validated,0,0,0,45,0
INV0004524,FCT-733882,SUP00008,DPT002,PO0000161,2024-01-22,22483.5,DZD,15,2024-02-06,Validated,0,0,0,15,0
INV0004525,FCT-327257,SUP00004,DPT004,PO0004182,2024-02-21,2373.89,DZD,30,2024-03-22,Validated,0,0,0,30,0
INV0004526,FCT-420807,SUP00020,DPT005,PO0000098,2024-03-15,3196.73,DZD,45,2024-04-29,Validated,0,0,0,45,0
INV0004527,FCT-626706,SUP00314,DPT002,PO0003262,2024-06-24,23899.86,DZD,45,2024-08-08,Pending Review,0,0,0,45,0
INV0004528,FCT-418932,SUP00010,DPT006,PO0000583,2024-03-19,34790.1,DZD,15,2024-04-03,Disputed,0,0,0,15,0
INV0004529,FCT-874969,SUP00134,DPT010,PO0003056,2024-03-09,104.61,EUR,45,2024-04-23,Validated,0,0,0,45,0
INV0004530,FCT-460562,SUP00005,DPT012,,2024-03-09,23824.71,DZD,30,2024-04-08,Validated,1,0,0,30,0
INV0004531,FCT-625680,SUP00204,DPT007,PO0001752,2024-11-12,5000.0,DZD,60,2025-01-11,Validated,0,1,0,60,0
INV0004532,FCT-154471,SUP00232,DPT008,PO0004083,2024-10-24,5582.58,DZD,60,2024-12-23,Pending Review,0,0,0,60,0
INV0004533,FCT-478585,SUP00249,DPT003,PO0004923,2024-04-17,1219.7,DZD,45,2024-06-01,Validated,0,0,0,45,0
INV0004534,FCT-373057,SUP00010,DPT003,PO0004881,2024-08-23,3198.1,DZD,15,2024-09-07,Validated,0,0,0,15,0
INV0004535,FCT-724450,SUP00019,DPT004,,2024-09-11,6773.07,DZD,30,2024-10-11,Validated,1,0,0,30,0
INV0004536,FCT-892166,SUP00009,DPT006,PO0000381,2024-03-31,11052.22,DZD,30,2024-04-30,Validated,0,0,0,30,0
INV0004537,FCT-462101,SUP00007,DPT001,PO0002246,2024-08-01,31064.37,DZD,30,2024-08-31,Validated,0,0,0,30,0
INV0004538,FCT-126423,SUP00192,DPT007,PO0004928,2024-01-22,1277.85,DZD,30,2024-02-21,Pending Review,0,0,0,30,0
INV0004539,FCT-530544,SUP00015,DPT010,,2024-05-17,5000.0,DZD,30,2024-06-16,Validated,1,1,0,30,0
INV0004540,FCT-488615,SUP00009,DPT012,PO0004438,2024-08-06,4361.56,DZD,30,2024-09-05,Validated,0,0,0,30,0
INV0004541,FCT-993468,SUP00005,DPT004,PO0001030,2024-10-04,4469.65,DZD,30,2024-11-03,Validated,0,0,0,30,0
INV0004542,FCT-245603,SUP00007,DPT002,PO0002254,2024-05-15,42425.21,DZD,30,2024-06-14,Validated,0,0,0,30,0
INV0004543,FCT-441551,SUP00005,DPT012,PO0000880,2024-02-11,15816.51,DZD,15,2024-02-26,Validated,0,0,0,15,0
INV0004544,FCT-142572,SUP00018,DPT007,,2024-09-15,867.25,DZD,45,2024-10-30,Pending Review,1,0,0,45,0
INV0004545,FCT-916683,SUP00059,DPT004,PO0001224,2024-09-16,5485.8,DZD,30,2024-10-16,Validated,0,0,0,30,0
INV0004546,FCT-799689,SUP00231,DPT007,PO0001832,2024-02-07,2540.55,DZD,15,2024-02-22,Validated,0,0,0,15,0
INV0004547,FCT-767864,SUP00061,DPT011,PO0002430,2024-03-06,3641.57,DZD,30,2024-04-05,Validated,0,0,0,30,0
INV0004548,FCT-649578,SUP00179,DPT010,,2024-04-11,5160.86,DZD,90,2024-07-10,Validated,1,0,0,90,0
INV0004549,FCT-478306,SUP00028,DPT007,PO0000718,2024-01-30,10226.32,DZD,60,2024-03-30,Validated,0,0,0,60,0
INV0004550,FCT-803395,SUP00127,DPT002,PO0001192,2024-10-13,25000.0,DZD,45,2024-11-27,Validated,0,1,0,45,0
INV0004551,FCT-911937,SUP00007,DPT003,,2024-12-19,4651.69,DZD,30,2025-01-18,Validated,1,0,0,30,0
INV0004552,FCT-254692,SUP00299,DPT004,,2024-11-03,50000.0,DZD,30,2024-12-03,Pending Review,1,1,0,30,0
INV0004553,FCT-235547,SUP00163,DPT012,PO0004654,2024-03-03,9337.38,DZD,45,2024-04-17,Validated,0,0,0,45,0
INV0004554,FCT-675868,SUP00006,DPT005,PO0000713,2024-04-08,5648.15,DZD,30,2024-05-08,Validated,0,0,0,30,0
INV0004555,FCT-958209,SUP00122,DPT012,,2024-04-06,17648.81,DZD,30,2024-05-06,Validated,1,0,0,30,0
INV0004556,FCT-682621,SUP00288,DPT002,PO0005068,2024-06-17,8081.83,DZD,30,2024-07-17,Pending Review,0,0,0,30,0
INV0004557,FCT-735883,SUP00301,DPT012,PO0002565,2024-01-04,12013.31,DZD,30,2024-02-03,Validated,0,0,0,30,0
INV0004558,FCT-395513,SUP00262,DPT003,,2024-03-22,7846.58,DZD,30,2024-04-21,Validated,1,0,0,30,0
INV0004559,FCT-591920,SUP00097,DPT011,PO0002336,2024-09-04,1600.41,DZD,15,2024-09-19,Validated,0,0,0,15,0
INV0004560,FCT-230481,SUP00048,DPT004,PO0002656,2024-08-28,3901.5,DZD,15,2024-09-12,Pending Review,0,0,0,15,0
INV0004561,FCT-502837,SUP00003,DPT005,PO0001823,2024-10-04,2782.04,DZD,30,2024-11-03,Validated,0,0,0,30,0
INV0004562,FCT-894377,SUP00004,DPT002,PO0004067,2024-06-03,14367.5,DZD,30,2024-07-03,Disputed,0,0,0,30,0
INV0004563,FCT-936949,SUP00024,DPT003,PO0000056,2024-01-08,15981.86,DZD,60,2024-03-08,Validated,0,0,0,60,0
INV0004564,FCT-633371,SUP00054,DPT001,PO0001389,2024-12-23,5463.48,DZD,30,2025-01-22,Validated,0,0,0,30,0
INV0004565,FCT-828824,SUP00275,DPT006,PO0001413,2024-07-07,50000.0,DZD,30,2024-08-06,Validated,0,1,0,30,0
INV0004566,FCT-506479,SUP00005,DPT001,PO0004075,2024-11-28,976.12,USD,30,2024-12-28,Validated,0,0,0,30,0
INV0004567,FCT-594567,SUP00093,DPT001,PO0001175,2024-11-05,3834.4,DZD,30,2024-12-05,Validated,0,0,0,30,0
INV0004568,FCT-422017,SUP00210,DPT007,PO0001910,2024-02-14,337.86,DZD,45,2024-03-30,Validated,0,0,0,45,0
INV0004569,FCT-833737,SUP00021,DPT009,PO0002966,2024-10-14,15222.16,EUR,30,2024-11-13,Validated,0,0,0,30,0
INV0004570,FCT-145960,SUP00274,DPT011,PO0000264,2024-08-24,77907.66,EUR,45,2024-10-08,Validated,0,0,0,45,0
INV0004571,FCT-602798,SUP00004,DPT001,PO0001637,2024-10-20,15000.0,DZD,30,2024-11-19,Validated,0,1,0,30,0
INV0004572,FCT-375493,SUP00023,DPT008,PO0003531,2024-09-13,7810.0,DZD,45,2024-10-28,Pending Review,0,0,0,45,0
INV0004573,FCT-754893,SUP00026,DPT004,PO0004775,2024-01-25,9699.43,DZD,30,2024-02-24,Validated,0,0,0,30,0
INV0004574,FCT-574948,SUP00016,DPT003,PO0002716,2024-02-08,25000.0,DZD,45,2024-03-24,Validated,0,1,0,45,0
INV0004575,FCT-673307,SUP00016,DPT005,PO0001271,2024-04-13,5160.61,DZD,30,2024-05-13,Validated,0,0,0,30,0
INV0004576,FCT-750939,SUP00038,DPT009,PO0002025,2024-03-15,10279.31,EUR,30,2024-04-14,Pending Review,0,0,0,30,0
INV0004577,FCT-275338,SUP00123,DPT006,PO0004484,2024-07-09,25000.0,DZD,45,2024-08-23,Validated,0,1,0,45,0
INV0004578,FCT-798517,SUP00008,DPT011,,2024-12-28,6428.61,DZD,30,2025-01-27,Validated,1,0,0,30,0
INV0004579,FCT-295726,SUP00199,DPT001,PO0003215,2024-07-05,4269.14,DZD,30,2024-08-04,Disputed,0,0,0,30,0
INV0004580,FCT-671452,SUP00023,DPT001,PO0004027,2024-05-03,2348.37,USD,30,2024-06-02,Validated,0,0,0,30,0
INV0004581,FCT-749755,SUP00045,DPT004,PO0001782,2024-10-03,13060.86,EUR,30,2024-11-02,Validated,0,0,0,30,0
INV0004582,FCT-201294,SUP00013,DPT004,PO0003902,2024-06-26,45452.59,DZD,45,2024-08-10,Validated,0,0,0,45,0
INV0004583,FCT-352231,SUP00220,DPT006,PO0000224,2024-12-01,598.12,DZD,30,2024-12-31,Validated,0,0,0,30,0
INV0004584,FCT-288358,SUP00032,DPT001,PO0002535,2024-06-07,504.6,DZD,45,2024-07-22,Validated,0,0,0,45,0
INV0004585,FCT-904053,SUP00271,DPT003,PO0002613,2024-09-18,1485.19,DZD,30,2024-10-18,Validated,0,0,0,30,0
INV0004586,FCT-396053,SUP00210,DPT004,PO0000009,2024-01-30,3614.17,EUR,45,2024-03-15,Pending Review,0,0,0,45,0
INV0004587,FCT-579127,SUP00086,DPT004,PO0000328,2024-06-24,4439.89,DZD,45,2024-08-08,Validated,0,0,0,45,0
INV0004588,FCT-471576,SUP00025,DPT003,,2024-06-06,6948.18,DZD,30,2024-07-06,Pending Review,1,0,0,30,0
INV0004589,FCT-224772,SUP00207,DPT010,PO0000607,2024-08-03,6524.8,DZD,45,2024-09-17,Validated,0,0,0,45,0
INV0004590,FCT-263713,SUP00006,DPT002,PO0004578,2024-10-07,5118.14,DZD,30,2024-11-06,Validated,0,0,0,30,0
INV0004591,FCT-789613,SUP00013,DPT004,PO0001953,2024-01-02,25925.41,DZD,30,2024-02-01,Validated,0,0,0,30,0
INV0004592,FCT-437727,SUP00005,DPT008,PO0005120,2024-04-21,2069.98,DZD,30,2024-05-21,Validated,0,0,0,30,0
INV0004593,FCT-774273,SUP00222,DPT006,,2024-06-13,17040.58,DZD,30,2024-07-13,Validated,1,0,0,30,0
INV0004594,FCT-833089,SUP00027,DPT001,PO0005194,2024-08-24,58857.55,EUR,45,2024-10-08,Validated,0,0,0,45,0
INV0004595,FCT-685726,SUP00017,DPT004,,2024-02-11,1106.38,USD,90,2024-05-11,Pending Review,1,0,0,90,0
INV0004596,FCT-254686,SUP00299,DPT003,,2024-09-13,637.64,DZD,30,2024-10-13,Validated,1,0,0,30,0
