payment_id,invoice_id,supplier_id,department_id,payment_date,payment_amount,payment_method,payment_status,payment_weekday,weekend_payment_flag,cash_payment_flag,pending_or_failed_payment_flag
PAY0004873,INV0005285,SUP00224,DPT004,2024-09-30,2613.92,Bank Transfer,Completed,Monday,0,0,0
PAY0004874,INV0005286,SUP00316,DPT004,2024-12-21,1283.11,Bank Transfer,Completed,Saturday,1,0,0
PAY0004875,INV0005287,SUP00190,DPT003,2024-12-25,5034.96,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004876,INV0005288,SUP00081,DPT004,2024-06-26,10751.42,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004877,INV0005289,SUP00240,DPT004,2024-03-29,6825.99,Bank Transfer,Completed,Friday,0,0,0
PAY0004878,INV0005290,SUP00006,DPT005,2024-12-17,707.73,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004879,INV0005291,SUP00181,DPT006,2024-12-13,6433.57,Bank Transfer,Completed,Friday,0,0,0
PAY0004880,INV0005292,SUP00132,DPT002,2024-06-01,1953.67,Bank Transfer,Completed,Saturday,1,0,0
PAY0004881,INV0005293,SUP00063,DPT011,2024-03-28,6126.44,Bank Transfer,Completed,Thursday,0,0,0
PAY0004882,INV0005294,SUP00242,DPT009,2024-04-01,17955.32,Card,Completed,Monday,0,0,0
PAY0004883,INV0005295,SUP00149,DPT009,2024-07-08,342.63,Check,Completed,Monday,0,0,0
PAY0004884,INV0005296,SUP00153,DPT009,2024-06-28,33068.48,Bank Transfer,Completed,Friday,0,0,0
PAY0004885,INV0005297,SUP00267,DPT005,2024-05-05,1856.18,Bank Transfer,Completed,Sunday,1,0,0
PAY0004886,INV0005299,SUP00009,DPT003,2024-12-03,16186.15,Card,Completed,Tuesday,0,0,0
PAY0004887,INV0005300,SUP00007,DPT004,2024-08-07,4330.23,Check,Completed,Wednesday,0,0,0
PAY0004888,INV0005301,SUP00033,DPT009,2024-02-29,9772.77,Bank Transfer,Completed,Thursday,0,0,0
PAY0004889,INV0005302,SUP00008,DPT010,2024-02-22,2662.4,Bank Transfer,Completed,Thursday,0,0,0
PAY0004890,INV0005303,SUP00143,DPT004,2024-11-04,824.42,Bank Transfer,Completed,Monday,0,0,0
PAY0004891,INV0005304,SUP00228,DPT009,2024-05-19,22240.86,Bank Transfer,Completed,Sunday,1,0,0
PAY0004892,INV0005305,SUP00010,DPT006,2024-06-08,2764.04,Bank Transfer,Completed,Saturday,1,0,0
PAY0004893,INV0005306,SUP00269,DPT003,2024-12-07,48372.11,Bank Transfer,Completed,Saturday,1,0,0
PAY0004894,INV0005307,SUP00171,DPT011,2024-05-09,16976.34,Bank Transfer,Completed,Thursday,0,0,0
PAY0004895,INV0005308,SUP00314,DPT004,2025-04-12,2298.26,Bank Transfer,Completed,Saturday,1,0,0
PAY0004896,INV0005309,SUP00007,DPT009,2025-01-11,11786.89,Bank Transfer,Completed,Saturday,1,0,0
PAY0004897,INV0005310,SUP00026,DPT009,2024-10-02,11008.6,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004898,INV0005311,SUP00108,DPT001,2024-06-04,43993.57,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004899,INV0005312,SUP00181,DPT010,2025-01-17,3359.78,Check,Completed,Friday,0,0,0
PAY0004900,INV0005313,SUP00269,DPT002,2024-03-28,4584.11,Bank Transfer,Completed,Thursday,0,0,0
PAY0004901,INV0005314,SUP00256,DPT009,2025-01-20,10121.75,Bank Transfer,Completed,Monday,0,0,0
PAY0004902,INV0005315,SUP00008,DPT008,2024-06-29,6190.8,Bank Transfer,Completed,Saturday,1,0,0
PAY0004903,INV0005316,SUP00022,DPT008,2024-11-27,1232.79,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004904,INV0005317,SUP00154,DPT011,2024-04-18,19371.1,Bank Transfer,Completed,Thursday,0,0,0
PAY0004905,INV0005318,SUP00005,DPT006,2024-10-20,38281.21,Cash,Completed,Sunday,1,1,0
PAY0004906,INV0005319,SUP00297,DPT003,2024-11-13,7216.43,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004907,INV0005320,SUP00171,DPT006,2024-07-05,102812.5,Bank Transfer,Completed,Friday,0,0,0
PAY0004908,INV0005321,SUP00220,DPT007,2024-02-20,5237.5,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004909,INV0005322,SUP00266,DPT003,2024-06-30,2086.56,Bank Transfer,Completed,Sunday,1,0,0
PAY0004910,INV0005323,SUP00006,DPT002,2024-11-12,4340.0,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004911,INV0005324,SUP00022,DPT004,2024-11-01,7427.09,Bank Transfer,Completed,Friday,0,0,0
PAY0004912,INV0005325,SUP00115,DPT010,2024-05-27,12940.97,Bank Transfer,Completed,Monday,0,0,0
PAY0004913,INV0005326,SUP00216,DPT006,2024-11-17,30779.77,Bank Transfer,Completed,Sunday,1,0,0
PAY0004914,INV0005327,SUP00166,DPT010,2024-12-14,12355.21,Bank Transfer,Completed,Saturday,1,0,0
PAY0004915,INV0005329,SUP00111,DPT011,2024-06-21,13420.9,Bank Transfer,Completed,Friday,0,0,0
PAY0004916,INV0005330,SUP00010,DPT009,2024-07-07,4341.5,Bank Transfer,Completed,Sunday,1,0,0
PAY0004917,INV0005331,SUP00020,DPT003,2024-02-22,4834.77,Bank Transfer,Completed,Thursday,0,0,0
PAY0004918,INV0005332,SUP00317,DPT004,2024-04-29,5987.06,Bank Transfer,Completed,Monday,0,0,0
PAY0004919,INV0005335,SUP00021,DPT004,2024-05-18,14868.52,Bank Transfer,Completed,Saturday,1,0,0
PAY0004920,INV0005336,SUP00240,DPT009,2024-08-17,1525.55,Cash,Failed,Saturday,1,1,1
PAY0004921,INV0005337,SUP00006,DPT011,2024-08-20,1087.97,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004922,INV0005338,SUP00003,DPT002,2024-12-16,12929.72,Bank Transfer,Completed,Monday,0,0,0
PAY0004923,INV0005339,SUP00022,DPT005,2024-12-19,11224.95,Bank Transfer,Completed,Thursday,0,0,0
PAY0004924,INV0005340,SUP00104,DPT008,2025-01-05,25316.14,Bank Transfer,Completed,Sunday,1,0,0
PAY0004925,INV0005341,SUP00006,DPT001,2025-03-07,5273.17,Bank Transfer,Completed,Friday,0,0,0
PAY0004926,INV0005342,SUP00205,DPT009,2024-12-31,8344.39,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004927,INV0005343,SUP00230,DPT002,2024-05-16,10437.64,Bank Transfer,Completed,Thursday,0,0,0
PAY0004928,INV0005344,SUP00039,DPT004,2024-05-11,999.77,Bank Transfer,Completed,Saturday,1,0,0
PAY0004929,INV0005345,SUP00001,DPT003,2024-11-26,947.52,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004930,INV0005346,SUP00035,DPT008,2024-11-11,14023.21,Bank Transfer,Completed,Monday,0,0,0
PAY0004931,INV0005347,SUP00008,DPT002,2024-12-22,9106.21,Check,Completed,Sunday,1,0,0
PAY0004932,INV0005348,SUP00024,DPT004,2024-07-09,27797.31,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004933,INV0005349,SUP00179,DPT002,2025-02-26,49992.01,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004934,INV0005350,SUP00002,DPT001,2024-06-01,4226.97,Bank Transfer,Completed,Saturday,1,0,0
PAY0004935,INV0005351,SUP00001,DPT009,2025-01-14,3982.11,Check,Completed,Tuesday,0,0,0
PAY0004936,INV0005352,SUP00005,DPT002,2024-05-17,1259.76,Bank Transfer,Completed,Friday,0,0,0
PAY0004937,INV0005353,SUP00002,DPT002,2024-05-12,10893.34,Bank Transfer,Completed,Sunday,1,0,0
PAY0004938,INV0005354,SUP00009,DPT001,2024-11-18,558.34,Check,Completed,Monday,0,0,0
PAY0004939,INV0005355,SUP00020,DPT004,2025-01-06,1985.43,Bank Transfer,Completed,Monday,0,0,0
PAY0004940,INV0005358,SUP00015,DPT008,2024-07-26,5657.58,Bank Transfer,Completed,Friday,0,0,0
PAY0004941,INV0005359,SUP00279,DPT001,2024-06-20,4754.4,Bank Transfer,Completed,Thursday,0,0,0
PAY0004942,INV0005360,SUP00071,DPT002,2024-05-28,1649.39,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004943,INV0005361,SUP00218,DPT004,2024-07-12,553.81,Bank Transfer,Completed,Friday,0,0,0
PAY0004944,INV0005362,SUP00028,DPT010,2024-03-10,13535.97,Check,Completed,Sunday,1,0,0
PAY0004945,INV0005363,SUP00004,DPT001,2024-08-29,4793.71,Check,Completed,Thursday,0,0,0
PAY0004946,INV0005364,SUP00007,DPT008,2024-03-07,50958.66,Bank Transfer,Pending,Thursday,0,0,1
PAY0004947,INV0005365,SUP00178,DPT011,2024-08-03,5660.71,Bank Transfer,Completed,Saturday,1,0,0
PAY0004948,INV0005366,SUP00240,DPT001,2024-10-21,5501.87,Bank Transfer,Completed,Monday,0,0,0
PAY0004949,INV0005367,SUP00026,DPT003,2024-04-08,7300.82,Bank Transfer,Completed,Monday,0,0,0
PAY0004950,INV0005368,SUP00029,DPT008,2024-10-02,4724.69,Check,Completed,Wednesday,0,0,0
PAY0004951,INV0005369,SUP00025,DPT011,2024-12-12,4088.95,Bank Transfer,Completed,Thursday,0,0,0
PAY0004952,INV0005370,SUP00001,DPT002,2025-03-02,1841.7,Bank Transfer,Pending,Sunday,1,0,1
PAY0004953,INV0005371,SUP00004,DPT006,2024-09-18,105731.92,Check,Completed,Wednesday,0,0,0
PAY0004954,INV0005372,SUP00316,DPT008,2024-12-22,19725.52,Bank Transfer,Completed,Sunday,1,0,0
PAY0004955,INV0005373,SUP00002,DPT004,2024-09-15,33749.83,Bank Transfer,Completed,Sunday,1,0,0
PAY0004956,INV0005374,SUP00015,DPT007,2025-01-21,25455.68,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004957,INV0005375,SUP00138,DPT005,2024-12-11,4357.08,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004958,INV0005376,SUP00022,DPT011,2024-12-14,4876.81,Bank Transfer,Completed,Saturday,1,0,0
PAY0004959,INV0005377,SUP00310,DPT005,2025-03-16,6027.45,Bank Transfer,Completed,Sunday,1,0,0
PAY0004960,INV0005378,SUP00002,DPT005,2025-02-10,3983.58,Bank Transfer,Completed,Monday,0,0,0
PAY0004961,INV0005379,SUP00246,DPT007,2024-04-15,16213.2,Bank Transfer,Completed,Monday,0,0,0
PAY0004962,INV0005380,SUP00005,DPT002,2024-02-22,2290.42,Bank Transfer,Completed,Thursday,0,0,0
PAY0004963,INV0005381,SUP00007,DPT005,2024-06-09,1741.28,Bank Transfer,Completed,Sunday,1,0,0
PAY0004964,INV0005382,SUP00042,DPT001,2024-10-04,1373.33,Bank Transfer,Completed,Friday,0,0,0
PAY0004965,INV0005383,SUP00245,DPT006,2025-04-06,4111.54,Bank Transfer,Completed,Sunday,1,0,0
PAY0004966,INV0005384,SUP00021,DPT005,2024-04-16,3455.78,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004967,INV0005385,SUP00010,DPT009,2024-07-19,3026.44,Bank Transfer,Completed,Friday,0,0,0
PAY0004968,INV0005386,SUP00020,DPT009,2025-02-20,6505.69,Bank Transfer,Completed,Thursday,0,0,0
PAY0004969,INV0005387,SUP00004,DPT004,2024-05-31,1592.43,Bank Transfer,Completed,Friday,0,0,0
PAY0004970,INV0005388,SUP00225,DPT006,2024-09-30,13879.45,Bank Transfer,Completed,Monday,0,0,0
PAY0004971,INV0005390,SUP00129,DPT003,2024-07-17,1533.83,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004972,INV0005391,SUP00024,DPT001,2025-03-14,2900.37,Bank Transfer,Completed,Friday,0,0,0
PAY0004973,INV0005392,SUP00093,DPT001,2024-09-28,5171.11,Bank Transfer,Completed,Saturday,1,0,0
PAY0004974,INV0005393,SUP00056,DPT009,2024-09-12,15947.78,Bank Transfer,Pending,Thursday,0,0,1
PAY0004975,INV0005394,SUP00002,DPT012,2025-03-21,5338.66,Bank Transfer,Completed,Friday,0,0,0
PAY0004976,INV0005397,SUP00231,DPT001,2024-10-09,10264.32,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004977,INV0005398,SUP00016,DPT001,2024-10-09,3071.88,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004978,INV0005399,SUP00214,DPT010,2024-06-27,7517.41,Bank Transfer,Completed,Thursday,0,0,0
PAY0004979,INV0005400,SUP00177,DPT004,2024-04-10,30666.91,Bank Transfer,Failed,Wednesday,0,0,1
PAY0004980,INV0005401,SUP00279,DPT010,2024-12-26,2213.94,Bank Transfer,Completed,Thursday,0,0,0
PAY0004981,INV0005402,SUP00314,DPT003,2024-03-10,18086.37,Bank Transfer,Completed,Sunday,1,0,0
PAY0004982,INV0005403,SUP00002,DPT005,2024-08-16,25701.69,Bank Transfer,Completed,Friday,0,0,0
PAY0004983,INV0005404,SUP00024,DPT007,2024-05-27,7279.04,Bank Transfer,Completed,Monday,0,0,0
PAY0004984,INV0005405,SUP00187,DPT001,2024-12-04,1449.54,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004985,INV0005406,SUP00216,DPT007,2024-03-18,26913.1,Bank Transfer,Completed,Monday,0,0,0
PAY0004986,INV0005407,SUP00003,DPT009,2024-08-27,17290.65,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004987,INV0005408,SUP00088,DPT001,2024-12-03,11429.19,Bank Transfer,Pending,Tuesday,0,0,1
PAY0004988,INV0005409,SUP00261,DPT001,2024-12-03,5677.96,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004989,INV0005410,SUP00008,DPT005,2024-04-21,22530.83,Check,Completed,Sunday,1,0,0
PAY0004990,INV0005411,SUP00015,DPT012,2024-08-21,2295.99,Cash,Pending,Wednesday,0,1,1
PAY0004991,INV0005412,SUP00019,DPT012,2024-07-26,16158.64,Bank Transfer,Completed,Friday,0,0,0
PAY0004992,INV0005413,SUP00019,DPT001,2024-05-31,4164.03,Bank Transfer,Completed,Friday,0,0,0
PAY0004993,INV0005414,SUP00062,DPT008,2024-11-13,862.56,Bank Transfer,Completed,Wednesday,0,0,0
PAY0004994,INV0005415,SUP00002,DPT009,2025-01-14,1924.16,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004995,INV0005416,SUP00190,DPT010,2024-03-03,9562.53,Bank Transfer,Completed,Sunday,1,0,0
PAY0004996,INV0005417,SUP00005,DPT001,2024-12-07,7852.31,Bank Transfer,Completed,Saturday,1,0,0
PAY0004997,INV0005418,SUP00210,DPT012,2024-05-29,9935.09,Bank Transfer,Pending,Wednesday,0,0,1
PAY0004998,INV0005420,SUP00195,DPT006,2024-12-24,7565.2,Bank Transfer,Completed,Tuesday,0,0,0
PAY0004999,INV0005421,SUP00015,DPT001,2024-07-09,12041.44,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005000,INV0005422,SUP00117,DPT002,2024-09-25,90708.45,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005001,INV0005423,SUP00006,DPT003,2024-08-07,3766.58,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005002,INV0005424,SUP00047,DPT010,2024-11-17,19213.06,Check,Completed,Sunday,1,0,0
PAY0005003,INV0005425,SUP00010,DPT008,2024-03-08,12791.72,Bank Transfer,Completed,Friday,0,0,0
PAY0005004,INV0005426,SUP00001,DPT011,2024-09-27,6963.49,Bank Transfer,Completed,Friday,0,0,0
PAY0005005,INV0005427,SUP00158,DPT004,2024-02-14,1326.36,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005006,INV0005428,SUP00005,DPT011,2024-11-06,28473.28,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005007,INV0005429,SUP00285,DPT010,2025-02-15,7845.93,Bank Transfer,Completed,Saturday,1,0,0
PAY0005008,INV0005430,SUP00051,DPT001,2024-11-09,3139.17,Bank Transfer,Completed,Saturday,1,0,0
PAY0005009,INV0005431,SUP00001,DPT002,2024-09-26,2174.81,Bank Transfer,Completed,Thursday,0,0,0
PAY0005010,INV0005432,SUP00288,DPT009,2024-11-30,8016.09,Card,Completed,Saturday,1,0,0
PAY0005011,INV0005433,SUP00005,DPT007,2024-08-21,2065.24,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005012,INV0005434,SUP00223,DPT002,2024-08-20,3088.29,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005013,INV0005435,SUP00013,DPT009,2024-09-04,2994.86,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005014,INV0005436,SUP00066,DPT003,2024-10-14,6352.12,Bank Transfer,Completed,Monday,0,0,0
PAY0005015,INV0005437,SUP00224,DPT006,2024-04-01,11991.29,Bank Transfer,Completed,Monday,0,0,0
PAY0005016,INV0005438,SUP00002,DPT011,2024-05-26,4081.38,Check,Completed,Sunday,1,0,0
PAY0005017,INV0005439,SUP00132,DPT002,2024-08-16,4677.69,Bank Transfer,Completed,Friday,0,0,0
PAY0005018,INV0005440,SUP00005,DPT001,2024-06-12,6689.32,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005019,INV0005441,SUP00153,DPT007,2025-02-17,2550.16,Bank Transfer,Completed,Monday,0,0,0
PAY0005020,INV0005442,SUP00006,DPT008,2025-03-01,3048.11,Bank Transfer,Completed,Saturday,1,0,0
PAY0005021,INV0005443,SUP00001,DPT003,2024-07-04,3561.77,Bank Transfer,Completed,Thursday,0,0,0
PAY0005022,INV0005444,SUP00006,DPT004,2024-10-31,8205.77,Bank Transfer,Completed,Thursday,0,0,0
PAY0005023,INV0005445,SUP00100,DPT004,2024-07-26,38354.39,Bank Transfer,Completed,Friday,0,0,0
PAY0005024,INV0005446,SUP00312,DPT009,2024-05-13,1419.38,Bank Transfer,Completed,Monday,0,0,0
PAY0005025,INV0005447,SUP00303,DPT007,2024-07-22,7987.61,Bank Transfer,Pending,Monday,0,0,1
PAY0005026,INV0005448,SUP00170,DPT003,2024-05-09,4457.73,Bank Transfer,Completed,Thursday,0,0,0
PAY0005027,INV0005449,SUP00217,DPT003,2024-03-30,5027.52,Bank Transfer,Completed,Saturday,1,0,0
PAY0005028,INV0005450,SUP00246,DPT003,2024-03-21,3470.57,Bank Transfer,Completed,Thursday,0,0,0
PAY0005029,INV0005451,SUP00042,DPT002,2024-05-30,22357.02,Bank Transfer,Completed,Thursday,0,0,0
PAY0005030,INV0005452,SUP00008,DPT002,2025-01-03,377.62,Bank Transfer,Completed,Friday,0,0,0
PAY0005031,INV0005453,SUP00121,DPT009,2024-02-04,1614.1,Check,Completed,Sunday,1,0,0
PAY0005032,INV0005454,SUP00005,DPT009,2024-09-21,21466.95,Bank Transfer,Completed,Saturday,1,0,0
PAY0005033,INV0005455,SUP00222,DPT002,2024-08-11,23155.62,Card,Completed,Sunday,1,0,0
PAY0005034,INV0005456,SUP00021,DPT010,2024-10-18,45297.18,Bank Transfer,Completed,Friday,0,0,0
PAY0005035,INV0005457,SUP00009,DPT005,2025-01-20,8745.38,Bank Transfer,Completed,Monday,0,0,0
PAY0005036,INV0005458,SUP00228,DPT007,2024-06-28,10506.38,Bank Transfer,Completed,Friday,0,0,0
PAY0005037,INV0005459,SUP00004,DPT010,2024-06-24,99565.02,Bank Transfer,Completed,Monday,0,0,0
PAY0005038,INV0005460,SUP00306,DPT003,2024-07-11,6098.62,Bank Transfer,Completed,Thursday,0,0,0
PAY0005039,INV0005461,SUP00291,DPT007,2024-12-15,11360.12,Bank Transfer,Completed,Sunday,1,0,0
PAY0005040,INV0005462,SUP00090,DPT003,2024-07-25,3368.42,Bank Transfer,Completed,Thursday,0,0,0
PAY0005041,INV0005463,SUP00151,DPT011,2024-02-24,5428.27,Bank Transfer,Completed,Saturday,1,0,0
PAY0005042,INV0005464,SUP00002,DPT003,2024-10-14,24872.62,Bank Transfer,Completed,Monday,0,0,0
PAY0005043,INV0005465,SUP00023,DPT006,2024-07-31,100120.25,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005044,INV0005466,SUP00252,DPT002,2024-12-31,8001.2,Card,Completed,Tuesday,0,0,0
PAY0005045,INV0005467,SUP00001,DPT003,2024-10-18,5619.17,Bank Transfer,Pending,Friday,0,0,1
PAY0005046,INV0005468,SUP00010,DPT003,2024-12-23,13713.19,Bank Transfer,Completed,Monday,0,0,0
PAY0005047,INV0005470,SUP00129,DPT003,2025-02-08,20255.28,Bank Transfer,Completed,Saturday,1,0,0
PAY0005048,INV0005471,SUP00146,DPT003,2024-02-27,3290.65,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005049,INV0005472,SUP00003,DPT001,2024-07-17,14240.45,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005050,INV0005473,SUP00008,DPT003,2024-04-20,5745.45,Bank Transfer,Completed,Saturday,1,0,0
PAY0005051,INV0005474,SUP00218,DPT003,2024-07-03,2980.12,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005052,INV0005475,SUP00007,DPT005,2024-02-07,8980.75,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005053,INV0005476,SUP00010,DPT004,2024-08-17,3793.99,Bank Transfer,Completed,Saturday,1,0,0
PAY0005054,INV0005479,SUP00001,DPT001,2024-02-23,7840.49,Bank Transfer,Completed,Friday,0,0,0
PAY0005055,INV0005480,SUP00010,DPT009,2024-04-20,2558.91,Bank Transfer,Completed,Saturday,1,0,0
PAY0005056,INV0005481,SUP00045,DPT001,2024-03-07,23890.87,Bank Transfer,Completed,Thursday,0,0,0
PAY0005057,INV0005482,SUP00001,DPT009,2024-10-31,13678.95,Bank Transfer,Completed,Thursday,0,0,0
PAY0005058,INV0005483,SUP00293,DPT004,2024-11-30,5718.97,Bank Transfer,Completed,Saturday,1,0,0
PAY0005059,INV0005484,SUP00243,DPT001,2024-08-12,5911.38,Bank Transfer,Completed,Monday,0,0,0
PAY0005060,INV0005485,SUP00112,DPT012,2024-05-29,41846.7,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005061,INV0005486,SUP00024,DPT004,2024-07-13,14573.43,Bank Transfer,Completed,Saturday,1,0,0
PAY0005062,INV0005487,SUP00006,DPT010,2024-07-13,2527.39,Bank Transfer,Completed,Saturday,1,0,0
PAY0005063,INV0005488,SUP00057,DPT004,2024-10-23,25573.9,Check,Completed,Wednesday,0,0,0
PAY0005064,INV0005489,SUP00008,DPT004,2024-06-25,3131.56,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005065,INV0005490,SUP00107,DPT003,2024-08-08,7159.67,Bank Transfer,Completed,Thursday,0,0,0
PAY0005066,INV0005491,SUP00005,DPT003,2024-12-03,555.84,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005067,INV0005492,SUP00154,DPT009,2024-12-11,15159.44,Card,Completed,Wednesday,0,0,0
PAY0005068,INV0005494,SUP00030,DPT004,2024-06-12,4687.88,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005069,INV0005495,SUP00006,DPT002,2025-02-20,1203.48,Bank Transfer,Completed,Thursday,0,0,0
PAY0005070,INV0005496,SUP00009,DPT005,2024-05-17,7569.18,Bank Transfer,Completed,Friday,0,0,0
PAY0005071,INV0005497,SUP00025,DPT002,2024-05-29,6562.11,Check,Completed,Wednesday,0,0,0
PAY0005072,INV0005498,SUP00026,DPT003,2025-02-12,1404.32,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005073,INV0005499,SUP00320,DPT005,2024-04-21,6208.45,Card,Completed,Sunday,1,0,0
PAY0005074,INV0005500,SUP00013,DPT008,2024-12-05,4369.55,Bank Transfer,Completed,Thursday,0,0,0
PAY0005075,INV0005501,SUP00003,DPT011,2024-12-22,24174.17,Check,Completed,Sunday,1,0,0
PAY0005076,INV0005502,SUP00040,DPT002,2025-01-28,2645.85,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005077,INV0005503,SUP00012,DPT004,2024-11-22,10575.77,Bank Transfer,Completed,Friday,0,0,0
PAY0005078,INV0005504,SUP00248,DPT003,2024-11-04,1104.14,Bank Transfer,Completed,Monday,0,0,0
PAY0005079,INV0005505,SUP00007,DPT006,2024-07-08,6620.91,Bank Transfer,Completed,Monday,0,0,0
PAY0005080,INV0005507,SUP00122,DPT001,2024-08-22,9306.0,Bank Transfer,Completed,Thursday,0,0,0
PAY0005081,INV0005508,SUP00007,DPT006,2024-05-13,5207.76,Bank Transfer,Pending,Monday,0,0,1
PAY0005082,INV0005509,SUP00020,DPT001,2024-07-10,43560.25,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005083,INV0005510,SUP00029,DPT001,2024-10-29,3979.89,Check,Completed,Tuesday,0,0,0
PAY0005084,INV0005511,SUP00038,DPT010,2024-04-28,10711.86,Bank Transfer,Completed,Sunday,1,0,0
PAY0005085,INV0005512,SUP00020,DPT010,2024-03-27,4242.73,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005086,INV0005513,SUP00075,DPT005,2024-07-02,2274.24,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005087,INV0005514,SUP00153,DPT001,2024-10-31,1501.72,Bank Transfer,Completed,Thursday,0,0,0
PAY0005088,INV0005516,SUP00086,DPT003,2024-09-27,12104.48,Bank Transfer,Completed,Friday,0,0,0
PAY0005089,INV0005517,SUP00238,DPT008,2024-11-20,27678.89,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005090,INV0005519,SUP00021,DPT003,2024-02-03,4096.57,Bank Transfer,Completed,Saturday,1,0,0
PAY0005091,INV0005520,SUP00009,DPT004,2024-07-30,2891.28,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005092,INV0005521,SUP00005,DPT002,2024-09-09,15164.23,Bank Transfer,Completed,Monday,0,0,0
PAY0005093,INV0005524,SUP00181,DPT007,2024-05-28,9149.62,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005094,INV0005526,SUP00145,DPT002,2024-09-13,32723.56,Bank Transfer,Completed,Friday,0,0,0
PAY0005095,INV0005527,SUP00003,DPT010,2024-07-17,1529.49,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005096,INV0005528,SUP00006,DPT009,2025-02-12,5022.61,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005097,INV0005529,SUP00013,DPT005,2024-02-18,15943.52,Bank Transfer,Completed,Sunday,1,0,0
PAY0005098,INV0005530,SUP00027,DPT001,2024-04-20,14138.76,Bank Transfer,Completed,Saturday,1,0,0
PAY0005099,INV0005531,SUP00006,DPT002,2025-02-24,2959.93,Bank Transfer,Completed,Monday,0,0,0
PAY0005100,INV0005532,SUP00004,DPT001,2024-08-10,3864.46,Check,Completed,Saturday,1,0,0
PAY0005101,INV0005533,SUP00064,DPT004,2024-11-18,2023.65,Bank Transfer,Completed,Monday,0,0,0
PAY0005102,INV0005534,SUP00021,DPT002,2024-09-14,7569.09,Card,Completed,Saturday,1,0,0
PAY0005103,INV0005535,SUP00021,DPT009,2025-03-10,15185.4,Card,Completed,Monday,0,0,0
PAY0005104,INV0005536,SUP00011,DPT004,2024-08-02,665.13,Bank Transfer,Completed,Friday,0,0,0
PAY0005105,INV0005538,SUP00007,DPT011,2024-12-31,19565.26,Check,Completed,Tuesday,0,0,0
PAY0005106,INV0005539,SUP00009,DPT005,2024-11-22,5294.93,Bank Transfer,Completed,Friday,0,0,0
PAY0005107,INV0005540,SUP00050,DPT003,2024-05-25,1798.78,Bank Transfer,Completed,Saturday,1,0,0
PAY0005108,INV0005541,SUP00039,DPT012,2024-11-24,2983.7,Card,Completed,Sunday,1,0,0
PAY0005109,INV0005542,SUP00265,DPT004,2024-06-16,20244.88,Cash,Failed,Sunday,1,1,1
PAY0005110,INV0005543,SUP00222,DPT005,2024-09-25,4028.26,Bank Transfer,Completed,Wednesday,0,0,0
