po_id,supplier_id,department_id,po_date,po_amount,approval_status,buyer
PO0002765,SUP00296,DPT010,2024-01-02,6757.1,Approved,Buyer_F
PO0002766,SUP00254,DPT001,2024-05-30,17707.7,Approved,Buyer_B
PO0002767,SUP00010,DPT003,2024-11-30,7936.05,Approved,Buyer_B
PO0002768,SUP00212,DPT002,2024-04-09,8173.43,Approved,Buyer_B
PO0002769,SUP00135,DPT012,2024-03-21,6206.55,Approved,Buyer_F
PO0002770,SUP00032,DPT002,2024-03-29,32638.78,Pending,Buyer_F
PO0002771,SUP00022,DPT002,2024-11-21,8122.6,Approved,Buyer_C
PO0002772,SUP00212,DPT006,2024-08-10,58084.33,Approved,Buyer_F
PO0002773,SUP00198,DPT005,2024-08-06,10638.63,Approved,Buyer_E
PO0002774,SUP00177,DPT002,2024-03-04,8281.34,Approved,Buyer_C
PO0002775,SUP00319,DPT007,2024-10-29,7007.06,Approved,Buyer_E
PO0002776,SUP00028,DPT001,2024-03-06,14246.22,Approved,Buyer_F
PO0002777,SUP00207,DPT001,2024-11-20,4498.98,Approved,Buyer_F
PO0002778,SUP00239,DPT001,2024-11-15,9374.44,Approved,Buyer_C
PO0002779,SUP00007,DPT003,2024-07-09,8169.29,Approved,Buyer_B
PO0002780,SUP00002,DPT012,2024-10-17,11217.69,Pending,Buyer_B
PO0002781,SUP00020,DPT005,2024-11-30,11499.17,Approved,Buyer_E
PO0002782,SUP00236,DPT008,2024-07-13,12112.52,Approved,Buyer_E
PO0002783,SUP00010,DPT003,2024-09-14,8909.78,Approved,Buyer_E
PO0002784,SUP00144,DPT007,2024-07-16,38907.55,Approved,Buyer_A
PO0002785,SUP00001,DPT012,2024-06-24,12364.3,Approved,Buyer_F
PO0002786,SUP00015,DPT003,2024-04-22,109752.85,Approved,Buyer_A
PO0002787,SUP00094,DPT012,2024-08-07,8517.27,Approved,Buyer_D
PO0002788,SUP00005,DPT006,2024-03-30,21139.81,Approved,Buyer_F
PO0002789,SUP00259,DPT008,2024-03-06,3920.41,Approved,Buyer_B
PO0002790,SUP00006,DPT002,2024-04-02,32885.57,Approved,Buyer_D
PO0002791,SUP00267,DPT006,2024-01-04,4006.67,Approved,Buyer_F
PO0002792,SUP00008,DPT005,2024-11-08,12783.08,Approved,Buyer_B
PO0002793,SUP00317,DPT011,2024-03-27,6220.3,Approved,Buyer_A
PO0002794,SUP00087,DPT011,2024-09-24,12733.71,Approved,Buyer_C
PO0002795,SUP00003,DPT004,2024-05-25,6407.37,Approved,Buyer_E
PO0002796,SUP00003,DPT011,2024-04-23,3680.29,Approved,Buyer_D
PO0002797,SUP00003,DPT010,2024-03-17,6175.89,Approved,Buyer_C
PO0002798,SUP00079,DPT006,2024-10-01,37857.34,Approved,Buyer_D
PO0002799,SUP00208,DPT001,2024-06-21,12929.62,Approved,Buyer_A
PO0002800,SUP00020,DPT002,2024-05-30,2233.11,Approved,Buyer_C
PO0002801,SUP00024,DPT001,2024-08-08,24230.87,Approved,Buyer_F
PO0002802,SUP00078,DPT001,2024-09-25,3322.54,Approved,Buyer_C
PO0002803,SUP00045,DPT012,2024-08-07,17040.69,Approved,Buyer_F
PO0002804,SUP00136,DPT002,2024-06-05,14089.22,Approved,Buyer_D
PO0002805,SUP00027,DPT007,2024-10-26,15007.58,Approved,Buyer_F
PO0002806,SUP00152,DPT006,2024-10-27,51698.76,Approved,Buyer_D
PO0002807,SUP00319,DPT006,2024-11-19,3538.15,Approved,Buyer_C
PO0002808,SUP00015,DPT002,2024-01-31,14925.03,Approved,Buyer_F
PO0002809,SUP00001,DPT005,2024-10-25,28555.04,Approved,Buyer_B
PO0002810,SUP00005,DPT006,2024-03-05,4258.44,Approved,Buyer_C
PO0002811,SUP00057,DPT005,2024-07-26,3843.91,Approved,Buyer_E
PO0002812,SUP00014,DPT002,2024-08-08,6080.32,Approved,Buyer_F
PO0002813,SUP00285,DPT008,2024-03-09,11211.92,Approved,Buyer_B
PO0002814,SUP00101,DPT001,2024-01-03,1977.37,Approved,Buyer_F
PO0002815,SUP00038,DPT006,2024-11-12,14064.4,Approved,Buyer_C
PO0002816,SUP00201,DPT004,2024-10-25,1981.51,Pending,Buyer_C
PO0002817,SUP00009,DPT002,2024-02-28,29534.99,Approved,Buyer_A
PO0002818,SUP00214,DPT009,2024-07-20,13544.92,Rejected,Buyer_A
PO0002819,SUP00001,DPT002,2024-02-20,54892.93,Approved,Buyer_D
PO0002820,SUP00096,DPT011,2024-07-08,15816.1,Approved,Buyer_D
PO0002821,SUP00282,DPT010,2024-04-16,5974.4,Approved,Buyer_A
PO0002822,SUP00195,DPT003,2024-09-08,3645.77,Approved,Buyer_F
PO0002823,SUP00234,DPT003,2024-07-11,10289.62,Approved,Buyer_D
PO0002824,SUP00020,DPT002,2024-06-15,7861.63,Approved,Buyer_A
PO0002825,SUP00217,DPT011,2024-08-16,26532.85,Approved,Buyer_F
PO0002826,SUP00055,DPT006,2024-06-08,3201.52,Approved,Buyer_B
PO0002827,SUP00095,DPT001,2024-01-05,61138.8,Approved,Buyer_E
PO0002828,SUP00002,DPT005,2024-07-18,28992.05,Approved,Buyer_E
PO0002829,SUP00007,DPT001,2024-09-17,6610.91,Approved,Buyer_E
PO0002830,SUP00056,DPT005,2024-06-13,48914.1,Approved,Buyer_E
PO0002831,SUP00002,DPT004,2024-02-28,3702.9,Approved,Buyer_F
PO0002832,SUP00168,DPT001,2024-01-03,9952.61,Approved,Buyer_A
PO0002833,SUP00226,DPT009,2024-04-09,2260.92,Approved,Buyer_C
PO0002834,SUP00274,DPT002,2024-09-14,51357.65,Approved,Buyer_C
PO0002835,SUP00004,DPT005,2024-04-17,1560.27,Approved,Buyer_C
PO0002836,SUP00285,DPT006,2024-11-16,1919.0,Approved,Buyer_B
PO0002837,SUP00003,DPT012,2024-04-21,4295.34,Approved,Buyer_B
PO0002838,SUP00027,DPT004,2024-05-23,30403.82,Approved,Buyer_F
PO0002839,SUP00226,DPT011,2024-09-11,21053.98,Approved,Buyer_F
PO0002840,SUP00003,DPT003,2024-07-24,9154.96,Approved,Buyer_E
PO0002841,SUP00001,DPT010,2024-01-14,22447.31,Approved,Buyer_D
PO0002842,SUP00001,DPT002,2024-01-26,7219.83,Approved,Buyer_C
PO0002843,SUP00032,DPT007,2024-03-06,12362.57,Approved,Buyer_E
PO0002844,SUP00209,DPT001,2024-10-18,42265.49,Approved,Buyer_F
PO0002845,SUP00005,DPT012,2024-01-08,6332.06,Approved,Buyer_C
PO0002846,SUP00005,DPT011,2024-01-24,3765.47,Approved,Buyer_D
PO0002847,SUP00066,DPT004,2024-09-17,12969.71,Approved,Buyer_F
PO0002848,SUP00008,DPT005,2024-07-27,16988.2,Approved,Buyer_F
PO0002849,SUP00161,DPT006,2024-11-25,9049.35,Approved,Buyer_B
PO0002850,SUP00291,DPT003,2024-03-14,22101.07,Approved,Buyer_B
PO0002851,SUP00182,DPT007,2024-08-08,6625.9,Approved,Buyer_B
PO0002852,SUP00248,DPT007,2024-02-15,9205.4,Approved,Buyer_A
PO0002853,SUP00037,DPT005,2024-07-16,11784.91,Approved,Buyer_E
PO0002854,SUP00222,DPT002,2024-02-05,10800.64,Approved,Buyer_C
PO0002855,SUP00006,DPT011,2024-10-31,40671.04,Approved,Buyer_A
PO0002856,SUP00003,DPT001,2024-05-19,11725.91,Approved,Buyer_B
PO0002857,SUP00118,DPT006,2024-03-26,5979.53,Approved,Buyer_D
PO0002858,SUP00002,DPT001,2024-11-25,13738.83,Approved,Buyer_F
PO0002859,SUP00257,DPT002,2024-01-23,22222.28,Approved,Buyer_D
PO0002860,SUP00139,DPT001,2024-09-24,17575.05,Pending,Buyer_D
PO0002861,SUP00292,DPT003,2024-06-19,16627.41,Approved,Buyer_B
PO0002862,SUP00011,DPT006,2024-08-18,1811.57,Approved,Buyer_B
PO0002863,SUP00028,DPT005,2024-03-28,670.14,Approved,Buyer_E
PO0002864,SUP00168,DPT007,2024-10-22,29006.19,Approved,Buyer_E
PO0002865,SUP00008,DPT007,2024-05-31,12567.35,Approved,Buyer_F
PO0002866,SUP00050,DPT002,2024-05-20,7930.11,Approved,Buyer_D
PO0002867,SUP00120,DPT001,2024-06-01,16225.07,Approved,Buyer_B
PO0002868,SUP00308,DPT006,2024-04-09,55676.31,Approved,Buyer_D
PO0002869,SUP00170,DPT006,2024-04-16,33307.28,Approved,Buyer_F
PO0002870,SUP00004,DPT005,2024-02-16,21209.84,Approved,Buyer_B
PO0002871,SUP00027,DPT002,2024-06-11,3338.49,Approved,Buyer_F
PO0002872,SUP00078,DPT009,2024-06-08,3801.72,Pending,Buyer_F
PO0002873,SUP00005,DPT001,2024-05-07,745.16,Approved,Buyer_E
PO0002874,SUP00023,DPT006,2024-11-26,15267.99,Approved,Buyer_D
PO0002875,SUP00010,DPT001,2024-02-07,24553.93,Approved,Buyer_C
PO0002876,SUP00004,DPT006,2024-10-31,26640.24,Approved,Buyer_F
PO0002877,SUP00033,DPT004,2024-10-17,15921.58,Approved,Buyer_A
PO0002878,SUP00006,DPT007,2024-01-08,6946.08,Pending,Buyer_E
PO0002879,SUP00079,DPT001,2024-08-22,4608.8,Approved,Buyer_C
PO0002880,SUP00006,DPT005,2024-03-11,3549.76,Approved,Buyer_D
PO0002881,SUP00157,DPT002,2024-01-14,6881.38,Approved,Buyer_C
PO0002882,SUP00007,DPT007,2024-10-15,3047.8,Approved,Buyer_A
PO0002883,SUP00259,DPT001,2024-02-08,46908.49,Approved,Buyer_F
PO0002884,SUP00001,DPT001,2024-04-10,2203.12,Rejected,Buyer_E
PO0002885,SUP00038,DPT007,2024-02-02,6653.82,Approved,Buyer_D
PO0002886,SUP00012,DPT001,2024-02-17,1168.86,Approved,Buyer_A
PO0002887,SUP00008,DPT002,2024-01-21,10900.4,Approved,Buyer_E
PO0002888,SUP00027,DPT009,2024-10-09,8083.79,Approved,Buyer_F
PO0002889,SUP00227,DPT009,2024-01-20,5671.5,Approved,Buyer_E
PO0002890,SUP00271,DPT010,2024-09-11,3188.22,Approved,Buyer_B
PO0002891,SUP00010,DPT003,2024-02-22,8123.06,Approved,Buyer_B
PO0002892,SUP00006,DPT005,2024-11-02,4701.04,Approved,Buyer_C
PO0002893,SUP00155,DPT009,2024-10-11,7066.58,Approved,Buyer_A
PO0002894,SUP00074,DPT002,2024-07-29,57378.79,Approved,Buyer_D
PO0002895,SUP00007,DPT008,2024-10-04,9625.56,Approved,Buyer_C
PO0002896,SUP00179,DPT001,2024-04-09,13806.12,Approved,Buyer_D
PO0002897,SUP00037,DPT011,2024-09-19,5092.56,Pending,Buyer_F
PO0002898,SUP00116,DPT006,2024-03-15,3698.06,Approved,Buyer_D
PO0002899,SUP00016,DPT004,2024-07-24,7919.17,Approved,Buyer_C
PO0002900,SUP00024,DPT004,2024-11-03,99104.09,Pending,Buyer_E
PO0002901,SUP00006,DPT002,2024-08-30,6078.86,Approved,Buyer_C
PO0002902,SUP00177,DPT003,2024-03-31,11631.1,Approved,Buyer_E
PO0002903,SUP00006,DPT008,2024-09-04,3539.01,Approved,Buyer_F
PO0002904,SUP00190,DPT005,2024-10-22,515.29,Approved,Buyer_F
PO0002905,SUP00201,DPT005,2024-10-24,3678.16,Approved,Buyer_D
PO0002906,SUP00171,DPT002,2024-09-04,87615.18,Approved,Buyer_C
PO0002907,SUP00001,DPT007,2024-09-02,14696.88,Rejected,Buyer_C
PO0002908,SUP00009,DPT004,2024-09-19,41811.4,Approved,Buyer_D
PO0002909,SUP00027,DPT002,2024-09-03,5723.17,Approved,Buyer_F
PO0002910,SUP00082,DPT011,2024-02-14,767.52,Approved,Buyer_F
PO0002911,SUP00273,DPT004,2024-09-26,2673.89,Approved,Buyer_D
PO0002912,SUP00017,DPT005,2024-03-01,12052.47,Approved,Buyer_B
PO0002913,SUP00247,DPT012,2024-07-05,10276.49,Approved,Buyer_C
PO0002914,SUP00006,DPT003,2024-04-23,8019.06,Approved,Buyer_B
PO0002915,SUP00017,DPT011,2024-03-12,4768.33,Pending,Buyer_B
PO0002916,SUP00002,DPT007,2024-04-04,20737.85,Approved,Buyer_A
PO0002917,SUP00169,DPT006,2024-01-29,4908.15,Pending,Buyer_E
PO0002918,SUP00005,DPT002,2024-05-27,11023.86,Approved,Buyer_E
PO0002919,SUP00009,DPT001,2024-05-20,9851.0,Approved,Buyer_B
PO0002920,SUP00188,DPT004,2024-05-15,5605.47,Approved,Buyer_E
PO0002921,SUP00046,DPT001,2024-01-31,3356.67,Approved,Buyer_A
PO0002922,SUP00001,DPT001,2024-07-22,5285.22,Approved,Buyer_B
PO0002923,SUP00001,DPT006,2024-02-26,52765.97,Approved,Buyer_B
PO0002924,SUP00032,DPT008,2024-10-13,24647.92,Approved,Buyer_A
PO0002925,SUP00010,DPT002,2024-01-08,22480.17,Approved,Buyer_E
PO0002926,SUP00006,DPT008,2024-01-19,3690.57,Approved,Buyer_A
PO0002927,SUP00093,DPT011,2024-04-10,1924.29,Approved,Buyer_C
PO0002928,SUP00008,DPT008,2024-05-16,24257.82,Approved,Buyer_C
PO0002929,SUP00080,DPT009,2024-11-20,20025.61,Approved,Buyer_D
PO0002930,SUP00018,DPT007,2024-06-24,9295.16,Approved,Buyer_B
PO0002931,SUP00007,DPT002,2024-05-06,5594.06,Approved,Buyer_C
PO0002932,SUP00005,DPT003,2024-10-07,1874.42,Approved,Buyer_E
PO0002933,SUP00008,DPT011,2024-03-21,19291.13,Approved,Buyer_C
PO0002934,SUP00001,DPT007,2024-10-27,26532.75,Pending,Buyer_F
PO0002935,SUP00011,DPT009,2024-05-15,4108.89,Approved,Buyer_C
PO0002936,SUP00263,DPT012,2024-04-14,3779.7,Approved,Buyer_E
PO0002937,SUP00221,DPT002,2024-04-10,28030.88,Approved,Buyer_A
PO0002938,SUP00017,DPT003,2024-01-04,4264.74,Approved,Buyer_F
PO0002939,SUP00070,DPT006,2024-08-13,48004.99,Approved,Buyer_C
PO0002940,SUP00065,DPT001,2024-07-12,7265.91,Rejected,Buyer_F
PO0002941,SUP00219,DPT005,2024-07-31,5505.14,Approved,Buyer_E
PO0002942,SUP00008,DPT009,2024-08-06,8476.97,Approved,Buyer_E
PO0002943,SUP00010,DPT006,2024-01-10,5504.76,Approved,Buyer_A
PO0002944,SUP00010,DPT003,2024-10-21,24989.53,Approved,Buyer_D
PO0002945,SUP00002,DPT008,2024-06-20,19649.56,Approved,Buyer_E
PO0002946,SUP00011,DPT002,2024-08-19,24055.2,Approved,Buyer_E
PO0002947,SUP00248,DPT010,2024-01-13,9745.1,Approved,Buyer_C
PO0002948,SUP00269,DPT001,2024-09-11,5134.03,Approved,Buyer_D
PO0002949,SUP00004,DPT010,2024-08-14,8029.97,Approved,Buyer_B
PO0002950,SUP00026,DPT004,2024-05-03,5293.86,Approved,Buyer_C
PO0002951,SUP00018,DPT004,2024-11-09,35122.47,Approved,Buyer_C
PO0002952,SUP00029,DPT004,2024-08-05,22076.6,Approved,Buyer_A
PO0002953,SUP00058,DPT002,2024-10-31,7394.39,Approved,Buyer_F
PO0002954,SUP00001,DPT004,2024-10-02,3208.39,Approved,Buyer_D
PO0002955,SUP00227,DPT009,2024-03-09,37829.32,Rejected,Buyer_B
PO0002956,SUP00305,DPT009,2024-11-29,9289.91,Approved,Buyer_F
PO0002957,SUP00116,DPT002,2024-09-05,7114.09,Approved,Buyer_E
PO0002958,SUP00120,DPT007,2024-03-04,38164.18,Approved,Buyer_E
PO0002959,SUP00042,DPT010,2024-09-22,4866.12,Approved,Buyer_F
PO0002960,SUP00013,DPT009,2024-05-23,5890.36,Approved,Buyer_C
PO0002961,SUP00005,DPT004,2024-10-16,6433.29,Approved,Buyer_C
PO0002962,SUP00075,DPT001,2024-02-28,2172.06,Approved,Buyer_D
PO0002963,SUP00002,DPT011,2024-03-27,11111.49,Approved,Buyer_F
PO0002964,SUP00217,DPT004,2024-04-26,3780.67,Pending,Buyer_E
PO0002965,SUP00022,DPT003,2024-05-31,4579.19,Approved,Buyer_E
PO0002966,SUP00021,DPT008,2024-07-30,4006.06,Approved,Buyer_E
PO0002967,SUP00013,DPT002,2024-03-15,4504.94,Approved,Buyer_A
PO0002968,SUP00302,DPT009,2024-08-24,3501.99,Approved,Buyer_C
PO0002969,SUP00006,DPT001,2024-01-09,10375.62,Rejected,Buyer_C
PO0002970,SUP00005,DPT008,2024-04-20,6935.49,Approved,Buyer_C
PO0002971,SUP00006,DPT012,2024-08-08,8501.59,Approved,Buyer_F
PO0002972,SUP00119,DPT012,2024-03-29,85287.92,Approved,Buyer_C
PO0002973,SUP00316,DPT011,2024-05-24,6935.71,Approved,Buyer_F
PO0002974,SUP00008,DPT010,2024-07-22,14838.01,Approved,Buyer_F
PO0002975,SUP00265,DPT003,2024-03-24,16626.44,Approved,Buyer_C
PO0002976,SUP00010,DPT012,2024-11-19,7609.43,Pending,Buyer_B
PO0002977,SUP00113,DPT011,2024-10-10,10655.16,Approved,Buyer_E
PO0002978,SUP00002,DPT005,2024-11-21,8272.55,Approved,Buyer_F
PO0002979,SUP00029,DPT004,2024-06-15,9922.48,Pending,Buyer_C
PO0002980,SUP00117,DPT001,2024-04-25,4507.43,Pending,Buyer_B
PO0002981,SUP00047,DPT006,2024-11-29,4943.3,Approved,Buyer_D
PO0002982,SUP00008,DPT007,2024-09-01,8241.37,Approved,Buyer_F
PO0002983,SUP00219,DPT004,2024-09-22,1127.88,Pending,Buyer_D
PO0002984,SUP00303,DPT004,2024-03-02,36173.16,Approved,Buyer_C
PO0002985,SUP00026,DPT005,2024-10-18,70323.27,Approved,Buyer_C
PO0002986,SUP00106,DPT001,2024-06-25,9607.99,Approved,Buyer_E
PO0002987,SUP00197,DPT011,2024-09-16,15763.76,Pending,Buyer_C
PO0002988,SUP00008,DPT003,2024-10-03,23886.24,Approved,Buyer_E
PO0002989,SUP00241,DPT002,2024-02-05,2154.54,Approved,Buyer_F
PO0002990,SUP00010,DPT001,2024-02-03,20502.0,Approved,Buyer_E
PO0002991,SUP00188,DPT010,2024-01-22,5289.93,Approved,Buyer_F
PO0002992,SUP00004,DPT010,2024-08-03,80075.42,Approved,Buyer_E
PO0002993,SUP00010,DPT001,2024-11-02,6712.59,Approved,Buyer_F
PO0002994,SUP00045,DPT002,2024-01-11,20094.11,Approved,Buyer_A
PO0002995,SUP00040,DPT004,2024-02-16,6779.01,Approved,Buyer_C
PO0002996,SUP00232,DPT002,2024-06-11,72888.98,Rejected,Buyer_B
PO0002997,SUP00318,DPT008,2024-05-11,4854.44,Approved,Buyer_F
PO0002998,SUP00004,DPT001,2024-02-04,25980.17,Approved,Buyer_B
PO0002999,SUP00009,DPT005,2024-07-23,15163.98,Approved,Buyer_F
PO0003000,SUP00016,DPT003,2024-10-30,12140.59,Approved,Buyer_E
PO0003001,SUP00028,DPT004,2024-03-11,10188.42,Approved,Buyer_A
PO0003002,SUP00029,DPT004,2024-01-01,4158.82,Approved,Buyer_E
PO0003003,SUP00236,DPT002,2024-03-16,610.3,Approved,Buyer_C
PO0003004,SUP00185,DPT002,2024-03-02,23727.55,Approved,Buyer_B
PO0003005,SUP00001,DPT001,2024-06-05,4969.93,Approved,Buyer_F
PO0003006,SUP00025,DPT001,2024-02-05,26097.64,Approved,Buyer_E
PO0003007,SUP00095,DPT012,2024-04-30,11518.36,Rejected,Buyer_E
PO0003008,SUP00026,DPT003,2024-02-10,26910.1,Approved,Buyer_B
PO0003009,SUP00005,DPT003,2024-08-14,18067.91,Pending,Buyer_D
PO0003010,SUP00020,DPT001,2024-06-06,689.04,Approved,Buyer_C
PO0003011,SUP00021,DPT008,2024-01-26,14986.36,Approved,Buyer_D
PO0003012,SUP00007,DPT011,2024-01-15,5746.38,Approved,Buyer_C
PO0003013,SUP00177,DPT009,2024-06-12,25978.15,Approved,Buyer_D
PO0003014,SUP00012,DPT006,2024-07-17,14635.53,Approved,Buyer_E
PO0003015,SUP00078,DPT009,2024-02-28,14808.68,Approved,Buyer_B
PO0003016,SUP00035,DPT004,2024-04-18,6171.87,Approved,Buyer_A
PO0003017,SUP00248,DPT010,2024-07-22,3253.2,Approved,Buyer_A
PO0003018,SUP00004,DPT009,2024-06-06,5255.93,Approved,Buyer_F
PO0003019,SUP00004,DPT001,2024-02-08,1339.58,Approved,Buyer_F
PO0003020,SUP00010,DPT004,2024-05-11,4490.22,Approved,Buyer_E
PO0003021,SUP00023,DPT002,2024-03-07,1874.02,Approved,Buyer_A
PO0003022,SUP00010,DPT001,2024-11-06,1924.19,Approved,Buyer_D
PO0003023,SUP00181,DPT009,2024-09-26,9104.09,Approved,Buyer_C
PO0003024,SUP00009,DPT001,2024-04-14,13822.44,Approved,Buyer_B
PO0003025,SUP00003,DPT008,2024-03-19,7849.51,Approved,Buyer_C
PO0003026,SUP00021,DPT012,2024-02-15,4920.72,Approved,Buyer_E
PO0003027,SUP00187,DPT004,2024-09-03,3141.93,Approved,Buyer_F
PO0003028,SUP00232,DPT003,2024-11-03,5900.59,Approved,Buyer_F
PO0003029,SUP00163,DPT006,2024-04-01,3560.93,Approved,Buyer_B
PO0003030,SUP00060,DPT009,2024-08-02,7609.63,Approved,Buyer_D
PO0003031,SUP00158,DPT002,2024-03-19,1769.53,Approved,Buyer_D
PO0003032,SUP00133,DPT002,2024-11-03,16339.12,Approved,Buyer_B
PO0003033,SUP00008,DPT006,2024-04-10,4596.13,Pending,Buyer_C
PO0003034,SUP00055,DPT011,2024-02-02,11804.75,Pending,Buyer_C
PO0003035,SUP00185,DPT003,2024-10-22,19677.32,Approved,Buyer_A
PO0003036,SUP00012,DPT003,2024-11-12,11247.16,Approved,Buyer_C
PO0003037,SUP00116,DPT012,2024-05-13,18018.0,Approved,Buyer_C
PO0003038,SUP00028,DPT002,2024-10-30,1025.94,Approved,Buyer_B
PO0003039,SUP00030,DPT001,2024-03-22,4950.0,Approved,Buyer_D
PO0003040,SUP00003,DPT005,2024-03-31,24418.02,Approved,Buyer_E
PO0003041,SUP00124,DPT001,2024-06-28,13483.6,Approved,Buyer_A
PO0003042,SUP00241,DPT002,2024-07-20,51455.02,Approved,Buyer_C
PO0003043,SUP00005,DPT006,2024-05-09,44550.58,Pending,Buyer_A
PO0003044,SUP00017,DPT006,2024-09-24,10933.56,Approved,Buyer_E
PO0003045,SUP00002,DPT005,2024-09-21,6298.21,Pending,Buyer_F
PO0003046,SUP00001,DPT003,2024-02-10,3107.46,Approved,Buyer_C
PO0003047,SUP00314,DPT005,2024-11-27,5035.11,Approved,Buyer_F
PO0003048,SUP00029,DPT006,2024-02-23,5387.05,Approved,Buyer_D
PO0003049,SUP00015,DPT009,2024-06-25,4477.19,Approved,Buyer_F
PO0003050,SUP00010,DPT009,2024-05-21,3234.61,Approved,Buyer_F
PO0003051,SUP00309,DPT007,2024-05-31,12107.45,Rejected,Buyer_D
PO0003052,SUP00009,DPT010,2024-02-13,44207.06,Approved,Buyer_C
PO0003053,SUP00159,DPT009,2024-04-24,20604.33,Approved,Buyer_E
PO0003054,SUP00010,DPT002,2024-01-11,5869.82,Pending,Buyer_B
PO0003055,SUP00003,DPT011,2024-11-22,22337.65,Approved,Buyer_B
PO0003056,SUP00134,DPT010,2024-02-18,11460.38,Approved,Buyer_D
PO0003057,SUP00001,DPT003,2024-06-10,7779.88,Approved,Buyer_B
PO0003058,SUP00129,DPT001,2024-03-13,7309.11,Approved,Buyer_C
PO0003059,SUP00009,DPT006,2024-02-29,6634.64,Approved,Buyer_F
PO0003060,SUP00171,DPT004,2024-05-10,15538.35,Approved,Buyer_E
PO0003061,SUP00185,DPT008,2024-11-20,9317.69,Approved,Buyer_F
PO0003062,SUP00158,DPT005,2024-06-09,3911.11,Approved,Buyer_F
PO0003063,SUP00001,DPT001,2024-11-17,3726.21,Approved,Buyer_B
PO0003064,SUP00146,DPT002,2024-10-04,11002.79,Approved,Buyer_E
PO0003065,SUP00315,DPT010,2024-05-25,12439.74,Approved,Buyer_C
PO0003066,SUP00008,DPT001,2024-10-28,5924.59,Approved,Buyer_F
PO0003067,SUP00009,DPT008,2024-04-26,2612.32,Approved,Buyer_B
PO0003068,SUP00210,DPT003,2024-06-16,28309.85,Approved,Buyer_B
PO0003069,SUP00006,DPT004,2024-08-15,22893.42,Approved,Buyer_F
PO0003070,SUP00120,DPT005,2024-07-16,1110.56,Approved,Buyer_B
PO0003071,SUP00176,DPT002,2024-10-04,30933.13,Approved,Buyer_D
PO0003072,SUP00002,DPT006,2024-02-24,6574.96,Approved,Buyer_B
PO0003073,SUP00057,DPT007,2024-06-16,9798.52,Approved,Buyer_B
PO0003074,SUP00070,DPT001,2024-08-10,25291.49,Approved,Buyer_E
PO0003075,SUP00010,DPT003,2024-04-20,42299.85,Approved,Buyer_E
PO0003076,SUP00248,DPT008,2024-10-17,22089.67,Approved,Buyer_B
PO0003077,SUP00006,DPT008,2024-04-10,10311.66,Approved,Buyer_F
PO0003078,SUP00016,DPT005,2024-04-10,2047.47,Approved,Buyer_A
PO0003079,SUP00231,DPT009,2024-04-19,1068.24,Approved,Buyer_A
PO0003080,SUP00007,DPT001,2024-08-14,19499.79,Approved,Buyer_F
PO0003081,SUP00215,DPT001,2024-02-09,31008.93,Approved,Buyer_A
PO0003082,SUP00003,DPT006,2024-02-17,3588.02,Approved,Buyer_B
PO0003083,SUP00029,DPT007,2024-09-17,6187.09,Approved,Buyer_A
PO0003084,SUP00003,DPT009,2024-03-10,4641.23,Approved,Buyer_B
PO0003085,SUP00130,DPT002,2024-02-05,4519.24,Approved,Buyer_A
PO0003086,SUP00197,DPT005,2024-03-29,23741.06,Pending,Buyer_C
PO0003087,SUP00232,DPT007,2024-05-13,10080.65,Approved,Buyer_B
PO0003088,SUP00309,DPT002,2024-01-12,6443.46,Approved,Buyer_A
PO0003089,SUP00127,DPT005,2024-10-06,115557.1,Pending,Buyer_E
PO0003090,SUP00184,DPT006,2024-02-09,1930.59,Approved,Buyer_A
PO0003091,SUP00030,DPT002,2024-05-15,14015.39,Approved,Buyer_C
PO0003092,SUP00269,DPT003,2024-03-08,2838.47,Approved,Buyer_B
PO0003093,SUP00110,DPT002,2024-04-08,6922.71,Pending,Buyer_D
PO0003094,SUP00252,DPT011,2024-01-16,9401.63,Approved,Buyer_C
PO0003095,SUP00008,DPT002,2024-11-13,18856.17,Approved,Buyer_C
PO0003096,SUP00029,DPT001,2024-11-10,6240.52,Approved,Buyer_E
PO0003097,SUP00161,DPT001,2024-02-12,5614.19,Approved,Buyer_A
PO0003098,SUP00007,DPT001,2024-03-07,6129.78,Approved,Buyer_C
PO0003099,SUP00007,DPT002,2024-10-23,2751.9,Approved,Buyer_D
PO0003100,SUP00308,DPT006,2024-05-19,15249.62,Approved,Buyer_E
PO0003101,SUP00023,DPT001,2024-01-21,10735.75,Approved,Buyer_D
PO0003102,SUP00006,DPT003,2024-02-15,12521.08,Approved,Buyer_E
PO0003103,SUP00013,DPT001,2024-05-18,7558.72,Approved,Buyer_E
PO0003104,SUP00020,DPT004,2024-07-05,6681.66,Approved,Buyer_E
PO0003105,SUP00098,DPT001,2024-07-30,26254.7,Approved,Buyer_D
PO0003106,SUP00275,DPT006,2024-02-21,22511.61,Approved,Buyer_F
PO0003107,SUP00313,DPT007,2024-05-03,33349.58,Approved,Buyer_A
PO0003108,SUP00115,DPT008,2024-03-28,11761.59,Approved,Buyer_C
PO0003109,SUP00143,DPT002,2024-06-28,31340.43,Approved,Buyer_E
PO0003110,SUP00012,DPT010,2024-04-17,5345.0,Approved,Buyer_A
PO0003111,SUP00236,DPT007,2024-03-09,6628.6,Approved,Buyer_E
PO0003112,SUP00008,DPT001,2024-09-30,26771.7,Approved,Buyer_A
PO0003113,SUP00004,DPT004,2024-07-09,18834.05,Approved,Buyer_E
